code,yahoo_name,best_yahoo_rank,ranking_hits,ranking_sources
9425,ＲｅＹｕｕ　Ｊａｐａｎ(株),10,3,値上がり率・出来高・出来高増加率
3054,(株)ハイパー,1,2,値上がり率・出来高増加率
1360,日経平均ベア2倍上場投信,4,2,値上がり率・出来高
9344,アクシスコンサルティング(株),4,2,値上がり率・出来高増加率
6085,アーキテクツ・スタジオ・ジャパン(株),5,2,値上がり率・出来高
4572,カルナバイオサイエンス(株),6,2,値上がり率・出来高増加率
7035,ａｎｄ　ｆａｃｔｏｒｙ(株),6,2,値上がり率・出来高増加率
2047,NEXT NOTES インドNifty・ベア ETN,8,2,値上がり率・出来高増加率
4424,(株)Ａｍａｚｉａ,8,2,値上がり率・出来高増加率
3778,さくらインターネット(株),9,2,値上がり率・出来高
5401,日本製鉄(株),11,2,値上がり率・出来高
4416,(株)Ｔｒｕｅ　Ｄａｔａ,12,2,値上がり率・出来高増加率
3787,(株)テクノマセマティカル,15,2,値上がり率・出来高増加率
3664,(株)ＷＩＺＥ,16,2,値上がり率・出来高
8070,東京産業(株),20,2,値上がり率・出来高増加率
8841,(株)テーオーシー,21,2,値上がり率・出来高増加率
4784,ＧＭＯインターネット(株),22,2,値上がり率・出来高
4392,ＦＩＧ(株),24,2,値上がり率・出来高
7090,(株)リグア,27,2,値上がり率・出来高増加率
3350,(株)メタプラネット,28,2,値上がり率・出来高
5010,日本精蝋(株),30,2,出来高・出来高増加率
3315,日本コークス工業(株),37,2,値上がり率・出来高
2492,(株)インフォマート,41,2,値上がり率・出来高
1357,(NEXT FUNDS) 日経ダブルインバース上場投信,45,2,値上がり率・出来高
9072,ニッコンホールディングス(株),46,2,値上がり率・出来高増加率
3810,サイバーステップホールディングス(株),48,2,値上がり率・出来高
4769,(株)ＩＣ,53,2,値上がり率・出来高増加率
1459,楽天 ETF-日経ダブルインバース指数連動型,55,2,値上がり率・出来高
302A,(株)ビースタイルホールディングス,58,2,値上がり率・出来高増加率
3845,(株)アイフリークモバイル,59,2,値上がり率・出来高増加率
9101,日本郵船(株),66,2,値上がり率・出来高
2323,(株)ｆｏｎｆｕｎ,77,2,値上がり率・出来高増加率
2034,NEXT NOTES 韓国KOSPI･ベアETN,80,2,値上がり率・出来高増加率
5103,昭和ホールディングス(株),80,2,出来高・出来高増加率
9506,東北電力(株),84,2,値上がり率・出来高
9104,(株)商船三井,86,2,値上がり率・出来高
9424,日本通信(株),103,2,出来高・出来高増加率
5019,出光興産(株),109,2,値上がり率・出来高
4502,武田薬品工業(株),111,2,値上がり率・出来高
1605,(株)ＩＮＰＥＸ,112,2,値上がり率・出来高
9831,(株)ヤマダホールディングス,121,2,値上がり率・出来高
443A,iFreeETF 東証REIT指数(2・5・8・11月決算型),1,1,出来高増加率
8918,(株)ランド,1,1,出来高
2086,NZAM 上場投信 S&P500(H有),2,1,出来高増加率
2962,(株)テクニスコ,2,1,値上がり率
9432,ＮＴＴ(株),2,1,出来高
2864,GX ロジスティクス・REIT,3,1,出来高増加率
4564,オンコセラピー・サイエンス(株),3,1,出来高
8995,(株)誠建設工業,3,1,値上がり率
2839,MAXIS 米国国債7-10年上場投信(H有),4,1,出来高増加率
450A,ステート・ストリート・スパイダー S&P500 ETF(H有),5,1,出来高増加率
5803,(株)フジクラ,5,1,出来高
4597,ソレイジア・ファーマ(株),6,1,出来高
150A,(株)ＪＳＨ,7,1,値上がり率
2643,(NEXTFUNDS) MSCIジャパンカントリー指数(セレクト),7,1,出来高増加率
9434,ソフトバンク(株),7,1,出来高
9984,ソフトバンクグループ(株),8,1,出来高
2016,iFreeETF 米国国債7-10年(H有),9,1,出来高増加率
285A,キオクシアホールディングス(株),9,1,出来高
8729,ソニーフィナンシャルグループ(株),10,1,出来高
2524,NZAM 上場投信 TOPIX,11,1,出来高増加率
234A,GX MSCI キャッシュフローキング-日本株式,12,1,出来高増加率
5801,古河電気工業(株),12,1,出来高
2249,iFreeETF S&P500ダブルインバース,13,1,出来高増加率
6027,弁護士ドットコム(株),13,1,値上がり率
9501,東京電力ホールディングス(株),13,1,出来高
2238,iFreeETF S&P500インバース,14,1,出来高増加率
6276,シリウスビジョン(株),14,1,値上がり率
6981,(株)村田製作所,14,1,出来高
2248,iFreeETF S&P500(H有),15,1,出来高増加率
8306,(株)三菱ＵＦＪフィナンシャル・グループ,15,1,出来高
2838,MAXIS 米国国債7-10年上場投信(H無),16,1,出来高増加率
3187,(株)ミラタップ,16,1,値上がり率
2038,NEXT NOTES ドバイ原油先物 ダブル・ブル ETN,17,1,値上がり率
2625,iFreeETF TOPIX(年4回決算型),17,1,出来高増加率
5802,住友電気工業(株),17,1,出来高
1586,上場インデックス TOPIX Ex-Financials,18,1,出来高増加率
6976,太陽誘電(株),18,1,出来高
6998,日本タングステン(株),18,1,値上がり率
195A,(株)ＭＵＳＣＡＴ　ＧＲＯＵＰ,19,1,値上がり率
4755,楽天グループ(株),19,1,出来高
6635,(株)大日光・エンジニアリング,19,1,出来高増加率
8136,(株)サンリオ,20,1,出来高
2018,GX US REIT・トップ20,21,1,出来高増加率
3905,データセクション(株),21,1,出来高
2247,iFreeETF S&P500(H無),22,1,出来高増加率
543A,ＡＲＣＨＩＯＮ(株),22,1,出来高
3103,ユニチカ(株),23,1,出来高
3917,(株)アイリッジ,23,1,値上がり率
459A,野村 高利回りJリート指数ETF,23,1,出来高増加率
1472,(NEXT FUNDS)JPX日経400ダブルインバース,24,1,出来高増加率
7201,日産自動車(株),24,1,出来高
2562,上場インデックスファンド米国株式(ダウ平均)H有,25,1,出来高増加率
5016,ＪＸ金属(株),25,1,出来高
6570,(株)共和コーポレーション,25,1,値上がり率
3926,(株)オープンドア,26,1,値上がり率
7011,三菱重工業(株),27,1,出来高
7255,(株)桜井製作所,27,1,出来高増加率
2160,(株)ジーエヌアイグループ,28,1,値上がり率
9246,(株)プロジェクトホールディングス,28,1,出来高増加率
5027,ＡｎｙＭｉｎｄ　Ｇｒｏｕｐ(株),29,1,値上がり率
7203,トヨタ自動車(株),29,1,出来高
325A,(株)ＴＥＮＴＩＡＬ,30,1,値上がり率
7267,ホンダ,30,1,出来高
5962,浅香工業(株),31,1,出来高増加率
6226,守谷輸送機工業(株),31,1,値上がり率
7532,(株)パン・パシフィック・インターナショナルホールディングス,31,1,出来高
4689,ＬＩＮＥヤフー(株),32,1,出来高
6186,(株)一蔵,32,1,出来高増加率
7354,(株)ダイレクトマーケティングミックス,32,1,値上がり率
1306,(NEXT FUNDS)TOPIX連動型上場投信,33,1,出来高
537A,NZAM 上場投信 全世界株式(MSCI ACWI)(H無),33,1,出来高増加率
8066,三谷商事(株),33,1,値上がり率
1579,日経平均ブル2倍上場投信,34,1,出来高
2179,(株)成学社,34,1,出来高増加率
4813,(株)ＡＣＣＥＳＳ,34,1,値上がり率
536A,NZAM 上場投信 先進国株式(MSCI-KOKUSAI)(H無),35,1,出来高増加率
6723,ルネサスエレクトロニクス(株),35,1,出来高
6840,(株)ＡＫＩＢＡホールディングス,35,1,値上がり率
2252,GX Morningstar 米国中小型 Moat,36,1,出来高増加率
2874,ヨコレイ,36,1,値上がり率
3436,(株)ＳＵＭＣＯ,36,1,出来高
182A,MAXIS 米国国債20年超上場投信(H無),37,1,出来高増加率
219A,Ｈｅａｒｔｓｅｅｄ(株),37,1,値上がり率
6758,ソニーグループ(株),38,1,出来高
7578,(株)ニチリョク,38,1,値上がり率
2846,(NEXT FUNDS) ダウ・ジョーンズ工業株30種(H有),39,1,出来高増加率
6501,(株)日立製作所,39,1,出来高
6721,ウインテスト(株),39,1,値上がり率
2181,パーソルホールディングス(株),40,1,出来高
4259,(株)エクサウィザーズ,40,1,値上がり率
9306,東陽倉庫(株),40,1,出来高増加率
8267,イオン(株),41,1,出来高
9073,京極運輸商事(株),41,1,出来高増加率
4005,住友化学(株),42,1,出来高
573A,iシェアーズ 日本国債20年超,42,1,出来高増加率
7018,内海造船(株),42,1,値上がり率
2554,(NEXT FUNDS)米国投資適格社債(1-10年)(H有),43,1,出来高増加率
526A,JPXスタートアップ急成長100ETF,43,1,値上がり率
7012,川崎重工業(株),43,1,出来高
4552,ＪＣＲファーマ(株),44,1,値上がり率
5867,(株)エスネットワークス,44,1,出来高増加率
8801,三井不動産(株),44,1,出来高
1773,ＹＴＬ,45,1,出来高増加率
8139,(株)ナガホリ,45,1,値上がり率
6752,パナソニック　ホールディングス(株),46,1,出来高
9656,グリーンランドリゾート(株),46,1,出来高増加率
544A,ＧＭＳグループ(株),47,1,値上がり率
6662,(株)ユビテック,47,1,出来高増加率
7013,(株)ＩＨＩ,47,1,出来高
1656,iシェアーズ･コア 米国債7-10年 ETF,48,1,出来高増加率
8308,(株)りそなホールディングス,48,1,出来高
1498,One ETF ESG,49,1,出来高増加率
8001,伊藤忠商事(株),49,1,出来高
8316,(株)三井住友フィナンシャルグループ,50,1,出来高
1305,iFreeETF TOPIX(年1回決算型),51,1,出来高増加率
8309,三井住友トラストグループ(株),51,1,出来高
4751,(株)サイバーエージェント,52,1,出来高
5250,ＧＭＯプライム・ストラテジー(株),52,1,出来高増加率
5537,(株)ＡｌｂａＬｉｎｋ,52,1,値上がり率
162A,AIセレクトメガトレンド日本株(ネットリターン)ETN,53,1,出来高増加率
7974,任天堂(株),53,1,出来高
