code,yahoo_name,best_yahoo_rank,ranking_hits,ranking_sources
7272,ヤマハ発動機(株),16,3,値上がり率・出来高・出来高増加率
8918,(株)ランド,1,2,値上がり率・出来高
9444,(株)トーシンホールディングス,1,2,値上がり率・出来高増加率
6522,(株)アスタリスク,7,2,値上がり率・出来高増加率
4073,(株)ジィ・シィ企画,8,2,値上がり率・出来高増加率
5446,北越メタル(株),8,2,値上がり率・出来高増加率
7011,三菱重工業(株),8,2,値上がり率・出来高
184A,(株)学びエイド,9,2,値上がり率・出来高増加率
4005,住友化学(株),9,2,出来高・出来高増加率
6440,ＪＵＫＩ(株),9,2,値上がり率・出来高増加率
5803,(株)フジクラ,10,2,値上がり率・出来高
285A,キオクシアホールディングス(株),12,2,値上がり率・出来高
3110,日東紡,15,2,値上がり率・出来高
5801,古河電気工業(株),20,2,値上がり率・出来高
4881,(株)ファンペップ,22,2,値上がり率・出来高増加率
9110,ＮＳユナイテッド海運(株),22,2,値上がり率・出来高増加率
485A,(株)パワーエックス,24,2,値上がり率・出来高
6085,アーキテクツ・スタジオ・ジャパン(株),27,2,値上がり率・出来高
6134,(株)ＦＵＪＩ,32,2,値上がり率・出来高
6326,(株)クボタ,32,2,出来高・出来高増加率
5697,(株)サンユウ,34,2,値上がり率・出来高増加率
186A,(株)アストロスケールホールディングス,35,2,値上がり率・出来高
5940,不二サッシ(株),42,2,値上がり率・出来高増加率
6993,大黒屋ホールディングス(株),42,2,値上がり率・出来高
6920,レーザーテック(株),48,2,値上がり率・出来高
6218,エンシュウ(株),52,2,値上がり率・出来高増加率
4062,イビデン(株),56,2,値上がり率・出来高
6525,(株)ＫＯＫＵＳＡＩ　ＥＬＥＣＴＲＩＣ,59,2,値上がり率・出来高
4768,(株)大塚商会,71,2,値上がり率・出来高
6579,ログリー(株),72,2,値上がり率・出来高増加率
6632,(株)ＪＶＣケンウッド,79,2,出来高・出来高増加率
6971,京セラ(株),88,2,値上がり率・出来高
2897,日清食品ホールディングス(株),97,2,出来高・出来高増加率
7735,(株)ＳＣＲＥＥＮホールディングス,101,2,値上がり率・出来高
183A,MAXIS 米国国債20年超上場投信(H有),1,1,出来高増加率
2086,NZAM 上場投信 S&P500(H有),2,1,出来高増加率
4381,ビープラッツ(株),2,1,値上がり率
9432,ＮＴＴ(株),2,1,出来高
2016,iFreeETF 米国国債7-10年(H有),3,1,出来高増加率
3276,(株)ＪＰＭＣ,3,1,値上がり率
4564,オンコセラピー・サイエンス(株),3,1,出来高
1360,日経平均ベア2倍上場投信,4,1,出来高
450A,ステート・ストリート・スパイダー S&P500 ETF(H有),4,1,出来高増加率
7480,スズデン(株),4,1,値上がり率
1487,上場インデックスファンド米国債券(H有),5,1,出来高増加率
278A,Ｔｅｒｒａ　Ｄｒｏｎｅ(株),5,1,値上がり率
4597,ソレイジア・ファーマ(株),5,1,出来高
2248,iFreeETF S&P500(H有),6,1,出来高増加率
2737,(株)トーメンデバイス,6,1,値上がり率
9434,ソフトバンク(株),6,1,出来高
2514,(NEXT FUNDS)外国株式･MSCI-KOKUSAI(H有),7,1,出来高増加率
7203,トヨタ自動車(株),7,1,出来高
1599,iFreeETF JPX日経400,10,1,出来高増加率
523A,(株)セイワホールディングス,10,1,値上がり率
2090,NZAM 上場投信 米国国債7-10年(H有),11,1,出来高増加率
9257,ＹＣＰホールディングス（グローバル）,11,1,値上がり率
9984,ソフトバンクグループ(株),11,1,出来高
6668,(株)アドテック　プラズマ　テクノロジー,12,1,値上がり率
2242,MAXIS NYダウ上場投信(H有),13,1,出来高増加率
7609,ダイトロン(株),13,1,値上がり率
8306,(株)三菱ＵＦＪフィナンシャル・グループ,13,1,出来高
2623,iシェアーズ ユーロ建て投資適格社債(H有),14,1,出来高増加率
4746,(株)東計電算,14,1,値上がり率
7201,日産自動車(株),14,1,出来高
349A,SMDAM Active ETF 日本グロース株,15,1,出来高増加率
5401,日本製鉄(株),15,1,出来高
140A,iFreeETF 米国10年国債先物インバース,16,1,出来高増加率
4689,ＬＩＮＥヤフー(株),16,1,出来高
531A,NZAM 上場投信 日経平均高配当株50,17,1,出来高増加率
9501,東京電力ホールディングス(株),17,1,出来高
236A,iシェアーズ 日本国債7-10年,18,1,出来高増加率
3374,内外テック(株),18,1,値上がり率
8729,ソニーフィナンシャルグループ(株),18,1,出来高
6834,(株)精工技研,19,1,値上がり率
9812,(株)テーオーホールディングス,19,1,出来高増加率
9625,(株)セレスポ,20,1,出来高増加率
3664,(株)ＷＩＺＥ,21,1,出来高
3907,シリコンスタジオ(株),21,1,値上がり率
489A,東証REIT物流フォーカスETF,21,1,出来高増加率
6981,(株)村田製作所,22,1,出来高
1948,(株)弘電社,23,1,出来高増加率
5802,住友電気工業(株),23,1,出来高
5016,ＪＸ金属(株),24,1,出来高
6664,(株)オプトエレクトロニクス,24,1,出来高増加率
1306,(NEXT FUNDS)TOPIX連動型上場投信,25,1,出来高
1482,iシェアーズ・コア 米国債7-10年ETF(H有),25,1,出来高増加率
3851,(株)日本一ソフトウェア,25,1,値上がり率
2843,上場インデックスファンド豪州国債(H有),26,1,出来高増加率
6736,サン電子(株),26,1,値上がり率
8001,伊藤忠商事(株),26,1,出来高
170A,SMT ETF日本好配当株アクティブ,27,1,出来高増加率
3350,(株)メタプラネット,27,1,出来高
2226,(株)湖池屋,28,1,出来高増加率
6976,太陽誘電(株),28,1,出来高
613A,iFreeETF ドイツ0-3カ月短期国債,29,1,出来高増加率
6387,サムコ(株),29,1,値上がり率
6758,ソニーグループ(株),29,1,出来高
2068,NEXT NOTES 高ベータ30(NR)ETN,30,1,値上がり率
5138,(株)Ｒｅｂａｓｅ,30,1,出来高増加率
7267,ホンダ,30,1,出来高
1551,東証スタンダードTOP20,31,1,出来高増加率
6613,(株)ＱＤレーザ,31,1,値上がり率
7211,三菱自動車(株),31,1,出来高
1472,(NEXT FUNDS)JPX日経400ダブルインバース,32,1,出来高増加率
2334,(株)イオレ,33,1,値上がり率
7261,マツダ(株),33,1,出来高
9074,日本石油輸送(株),33,1,出来高増加率
607A,(株)エブリー,34,1,出来高
6723,ルネサスエレクトロニクス(株),35,1,出来高
9563,Ａｔｌａｓ　Ｔｅｃｈｎｏｌｏｇｉｅｓ(株),35,1,出来高増加率
2250,iシェアーズ MSCI ジャパン気候変動アクション ETF,36,1,出来高増加率
5243,ｎｏｔｅ(株),36,1,値上がり率
7013,(株)ＩＨＩ,36,1,出来高
2354,(株)ＹＥ　ＤＩＧＩＴＡＬ,37,1,値上がり率
6400,不二精機(株),37,1,出来高増加率
6762,ＴＤＫ(株),37,1,出来高
290A,(株)Ｓｙｎｓｐｅｃｔｉｖｅ,38,1,値上がり率
2997,(株)ストレージ王,38,1,出来高増加率
3407,旭化成(株),38,1,出来高
543A,ＡＲＣＨＩＯＮ(株),39,1,出来高
6777,ｓａｎｔｅｃ　Ｈｏｌｄｉｎｇｓ(株),39,1,値上がり率
94346,ソフトバンク(株)第2回社債型種類株式,39,1,出来高増加率
3778,さくらインターネット(株),40,1,値上がり率
6501,(株)日立製作所,40,1,出来高
7815,東京ボード工業(株),40,1,出来高増加率
3436,(株)ＳＵＭＣＯ,41,1,出来高
4389,プロパティデータバンク(株),41,1,出来高増加率
6302,住友重機械工業(株),41,1,値上がり率
6324,(株)ハーモニック・ドライブ・システムズ,42,1,値上がり率
1579,日経平均ブル2倍上場投信,43,1,出来高
6323,ローツェ(株),43,1,値上がり率
7640,(株)トップカルチャー,43,1,出来高増加率
5753,日本伸銅(株),44,1,出来高増加率
7012,川崎重工業(株),44,1,出来高
6622,(株)ダイヘン,45,1,値上がり率
8136,(株)サンリオ,45,1,出来高
9853,(株)銀座ルノアール,45,1,出来高増加率
319A,(株)技術承継機構,46,1,値上がり率
7215,(株)ファルテック,46,1,出来高増加率
8053,住友商事(株),46,1,出来高
4506,住友ファーマ(株),47,1,出来高
5936,東洋シヤッター(株),47,1,出来高増加率
6407,ＣＫＤ(株),47,1,値上がり率
6888,アクモス(株),48,1,出来高増加率
8316,(株)三井住友フィナンシャルグループ,48,1,出来高
5381,マイポックス(株),49,1,値上がり率
6954,ファナック(株),49,1,出来高
9930,北沢産業(株),49,1,出来高増加率
6143,(株)ソディック,50,1,値上がり率
6752,パナソニック　ホールディングス(株),50,1,出来高
3667,(株)ｅｎｉｓｈ,51,1,値上がり率
4380,(株)Ｍマート,51,1,出来高増加率
6740,(株)ジャパンディスプレイ,51,1,出来高
4228,積水化成品工業(株),52,1,値上がり率
8308,(株)りそなホールディングス,52,1,出来高
4755,楽天グループ(株),53,1,出来高
7058,共栄セキュリティーサービス(株),53,1,出来高増加率
4068,ベイシス(株),54,1,出来高増加率
4179,(株)ジーネクスト,54,1,値上がり率
7003,(株)三井Ｅ＆Ｓ,54,1,出来高
4022,ラサ工業(株),55,1,値上がり率
8309,三井住友トラストグループ(株),55,1,出来高
2349,(株)エヌアイデイ,56,1,出来高増加率
6866,ＨＩＯＫＩ(株),56,1,値上がり率
316A,iFreeETF FANG+,57,1,出来高増加率
5074,テスホールディングス(株),57,1,値上がり率
6857,(株)アドバンテスト,57,1,出来高
1459,楽天 ETF-日経ダブルインバース指数連動型,58,1,出来高
9644,(株)タナベコンサルティンググループ,58,1,出来高増加率
6232,(株)ＡＣＳＬ,59,1,値上がり率
7578,(株)ニチリョク,59,1,出来高増加率
2330,(株)フォーサイド,60,1,出来高増加率
7613,シークス(株),60,1,値上がり率
8002,丸紅(株),60,1,出来高
2293,滝沢ハム(株),61,1,出来高増加率
5384,(株)フジミインコーポレーテッド,61,1,値上がり率
8031,三井物産(株),61,1,出来高
4424,(株)Ａｍａｚｉａ,62,1,値上がり率
4769,(株)ＩＣ,62,1,出来高増加率
6902,(株)デンソー,62,1,出来高
2069,NEXT NOTES 低ベータ50(NR)ETN,63,1,値上がり率
7093,アディッシュ(株),63,1,出来高増加率
8604,野村ホールディングス(株),63,1,出来高
3131,シンデン・ハイテックス(株),64,1,値上がり率
8267,イオン(株),64,1,出来高
9996,(株)サトー商会,64,1,出来高増加率
2877,日東ベスト(株),65,1,出来高増加率
4206,アイカ工業(株),65,1,値上がり率
7269,スズキ(株),65,1,出来高
6702,富士通(株),66,1,出来高
6899,ＡＳＴＩ(株),66,1,出来高増加率
7774,(株)ジャパン・ティッシュエンジニアリング,66,1,値上がり率
6217,津田駒工業(株),67,1,値上がり率
8518,日本アジア投資(株),67,1,出来高増加率
8801,三井不動産(株),67,1,出来高
6694,(株)ズーム,68,1,出来高増加率
8058,三菱商事(株),68,1,出来高
8137,サンワテクノス(株),68,1,値上がり率
2181,パーソルホールディングス(株),69,1,出来高
5915,(株)駒井ハルテック,69,1,出来高増加率
6464,(株)ツバキ・ナカシマ,69,1,値上がり率
4568,第一三共(株),70,1,出来高
6890,(株)フェローテック,70,1,値上がり率
9327,(株)イー・ロジット,70,1,出来高増加率
6495,(株)宮入バルブ製作所,71,1,出来高増加率
6526,(株)ソシオネクスト,71,1,出来高
3382,(株)セブン＆アイ・ホールディングス,72,1,出来高
6327,北川精機(株),72,1,値上がり率
3992,(株)ニーズウェル,73,1,出来高増加率
6125,(株)岡本工作機械製作所,73,1,値上がり率
1357,(NEXT FUNDS) 日経ダブルインバース上場投信,74,1,出来高
4968,荒川化学工業(株),74,1,値上がり率
7368,表示灯(株),74,1,出来高増加率
2146,ＵＴグループ(株),75,1,出来高
6466,(株)ＴＶＥ,75,1,値上がり率
7377,ＤＮホールディングス(株),75,1,出来高増加率
3231,野村不動産ホールディングス(株),76,1,出来高
6666,リバーエレテック(株),76,1,値上がり率
7426,(株)山大,76,1,出来高増加率
4661,(株)オリエンタルランド,77,1,出来高
4772,(株)ＳＭ　ＥＮＴＥＲＴＡＩＮＭＥＮＴ　ＪＡＰＡＮ,77,1,値上がり率
9049,京福電気鉄道(株),77,1,出来高増加率
509A,グリーンライト・再エネインフラ投資法人,78,1,出来高増加率
6627,(株)テラプローブ,78,1,値上がり率
8411,(株)みずほフィナンシャルグループ,78,1,出来高
5805,ＳＷＣＣ(株),79,1,値上がり率
6952,カシオ計算機(株),79,1,出来高
6480,日本トムソン(株),80,1,値上がり率
8750,(株)第一ライフグループ,80,1,出来高
280A,(株)ＴＭＨ,81,1,値上がり率
5232,住友大阪セメント(株),81,1,出来高増加率
6503,三菱電機(株),81,1,出来高
178A,GX 革新的優良企業,82,1,出来高増加率
5817,ＪＭＡＣＳ(株),82,1,値上がり率
9433,ＫＤＤＩ(株),82,1,出来高
356A,GX S&P500 キャッシュフロー・トップ100,83,1,出来高増加率
6701,ＮＥＣ,83,1,出来高
7066,(株)ピアズ,83,1,値上がり率
4188,三菱ケミカルグループ(株),84,1,出来高
6741,日本信号(株),84,1,値上がり率
7138,(株)ＴＯＲＩＣＯ,84,1,出来高増加率
3358,Ｔｒａｉｌｈｅａｄ　Ｇｌｏｂａｌ　Ｈｏｌｄｉｎｇｓ(株),85,1,出来高増加率
7745,(株)Ａ＆Ｄホロンホールディングス,85,1,値上がり率
8410,(株)セブン銀行,85,1,出来高
177A,コージンバイオ(株),86,1,出来高増加率
4063,信越化学工業(株),86,1,出来高
4762,(株)エックスネット,86,1,値上がり率
1966,(株)高田工業所,87,1,出来高増加率
4503,アステラス製薬(株),87,1,出来高
6254,野村マイクロ・サイエンス(株),87,1,値上がり率
4627,ナトコ(株),88,1,出来高増加率
8061,西華産業(株),88,1,値上がり率
