code,yahoo_name,best_yahoo_rank,ranking_hits,ranking_sources
9399,ビート・ホールディングス・リミテッド,19,3,値上がり率・出来高・出来高増加率
4052,フィーチャ(株),1,2,値上がり率・出来高増加率
4424,(株)Ａｍａｚｉａ,2,2,値上がり率・出来高増加率
3803,イメージ情報開発(株),5,2,値上がり率・出来高増加率
4597,ソレイジア・ファーマ(株),5,2,値上がり率・出来高
285A,キオクシアホールディングス(株),8,2,値上がり率・出来高
6769,ザインエレクトロニクス(株),8,2,値上がり率・出来高増加率
6200,(株)インソース,13,2,値上がり率・出来高増加率
6981,(株)村田製作所,14,2,値上がり率・出来高
6976,太陽誘電(株),15,2,値上がり率・出来高
581A,ＧＯ(株),16,2,値上がり率・出来高
3350,(株)メタプラネット,18,2,値上がり率・出来高
5802,住友電気工業(株),20,2,値上がり率・出来高
4476,ＡＩ　ＣＲＯＳＳ(株),21,2,値上がり率・出来高増加率
7254,(株)ユニバンス,22,2,値上がり率・出来高増加率
3900,(株)クラウドワークス,25,2,値上がり率・出来高増加率
3664,(株)ＷＩＺＥ,29,2,値上がり率・出来高
5367,(株)ニッカトー,29,2,値上がり率・出来高増加率
6723,ルネサスエレクトロニクス(株),32,2,値上がり率・出来高
1685,WisdomTree エネルギー上場投信,33,2,値上がり率・出来高増加率
8058,三菱商事(株),38,2,値上がり率・出来高
2656,(株)ベクターホールディングス,44,2,値上がり率・出来高増加率
4062,イビデン(株),48,2,値上がり率・出来高
7417,(株)南陽,52,2,値上がり率・出来高増加率
9271,(株)和心,55,2,値上がり率・出来高増加率
4896,(株)ケイファーマ,70,2,値上がり率・出来高増加率
4820,(株)ＥＭシステムズ,86,2,値上がり率・出来高増加率
198A,ＰｏｓｔＰｒｉｍｅ(株),121,2,値上がり率・出来高増加率
547A,ムニノバホールディングス(株),121,2,値上がり率・出来高
4733,(株)オービックビジネスコンサルタント,123,2,値上がり率・出来高増加率
6323,ローツェ(株),130,2,値上がり率・出来高
382A,iFreeETF 米国国債3-5年(H有),1,1,出来高増加率
8918,(株)ランド,1,1,出来高
2843,上場インデックスファンド豪州国債(H有),2,1,出来高増加率
9432,ＮＴＴ(株),2,1,出来高
183A,MAXIS 米国国債20年超上場投信(H有),3,1,出来高増加率
3907,シリコンスタジオ(株),3,1,値上がり率
4564,オンコセラピー・サイエンス(株),3,1,出来高
