code,yahoo_name,best_yahoo_rank,ranking_hits,ranking_sources
166A,(株)タスキホールディングス,55,3,値上がり率・出来高・出来高増加率
6364,(株)ＡＩＲＭＡＮ,3,2,値上がり率・出来高増加率
6349,(株)小森コーポレーション,6,2,値上がり率・出来高増加率
6857,(株)アドバンテスト,11,2,値上がり率・出来高
6740,(株)ジャパンディスプレイ,14,2,値上がり率・出来高
6701,ＮＥＣ,18,2,値上がり率・出来高
2721,(株)ジェイホールディングス,20,2,値上がり率・出来高増加率
6501,(株)日立製作所,25,2,値上がり率・出来高
6659,(株)メディアリンクス,27,2,値上がり率・出来高
7413,(株)創健社,28,2,値上がり率・出来高増加率
1690,WisdomTree WTI原油上場投信,31,2,値上がり率・出来高増加率
6525,(株)ＫＯＫＵＳＡＩ　ＥＬＥＣＴＲＩＣ,32,2,値上がり率・出来高
4722,フューチャー(株),42,2,出来高・出来高増加率
7944,ローランド(株),44,2,値上がり率・出来高増加率
186A,(株)アストロスケールホールディングス,47,2,値上がり率・出来高
7971,東リ(株),64,2,値上がり率・出来高増加率
9475,(株)昭文社ホールディングス,75,2,値上がり率・出来高増加率
3850,(株)ＮＴＴデータイントラマート,76,2,値上がり率・出来高増加率
4370,モビルス(株),82,2,値上がり率・出来高増加率
8035,東京エレクトロン(株),83,2,値上がり率・出来高
4784,ＧＭＯインターネット(株),114,2,値上がり率・出来高
2767,円谷フィールズホールディングス(株),124,2,値上がり率・出来高
2086,NZAM 上場投信 S&P500(H有),1,1,出来高増加率
7740,(株)タムロン,1,1,値上がり率
8918,(株)ランド,1,1,出来高
1360,日経平均ベア2倍上場投信,2,1,出来高
2016,iFreeETF 米国国債7-10年(H有),2,1,出来高増加率
2737,(株)トーメンデバイス,2,1,値上がり率
1474,One ETF JPX日経400,3,1,出来高増加率
9432,ＮＴＴ(株),3,1,出来高
2857,iシェアーズ ドイツ国債 ETF(H有),4,1,出来高増加率
4461,第一工業製薬(株),4,1,値上がり率
4564,オンコセラピー・サイエンス(株),4,1,出来高
2648,(NEXT FUNDS)ブルームバーグ米国国債(7-10年)(H有),5,1,出来高増加率
6862,ミナトホールディングス(株),5,1,値上がり率
7203,トヨタ自動車(株),5,1,出来高
1654,iFreeETF FTSE JPX Blossom Japan Index,6,1,出来高増加率
285A,キオクシアホールディングス(株),6,1,出来高
1483,iシェアーズ JPX/S&P 設備･人材投資ETF,7,1,出来高増加率
6337,(株)テセック,7,1,値上がり率
9434,ソフトバンク(株),7,1,出来高
2852,iシェアーズ グリーンJリート,8,1,出来高増加率
4597,ソレイジア・ファーマ(株),8,1,出来高
8254,(株)さいか屋,8,1,値上がり率
382A,iFreeETF 米国国債3-5年(H有),9,1,出来高増加率
5103,昭和ホールディングス(株),9,1,値上がり率
9501,東京電力ホールディングス(株),9,1,出来高
2647,(NEXT FUNDS)ブルームバーグ米国国債(7-10年)(H無),10,1,出来高増加率
3997,(株)トレードワークス,10,1,値上がり率
9984,ソフトバンクグループ(株),10,1,出来高
493A,One ETF 日本国債 1-3年,11,1,出来高増加率
5401,日本製鉄(株),11,1,出来高
2088,NZAM 上場投信 NYダウ30(H有),12,1,出来高増加率
6840,(株)ＡＫＩＢＡホールディングス,12,1,値上がり率
8729,ソニーフィナンシャルグループ(株),12,1,出来高
236A,iシェアーズ 日本国債7-10年,13,1,出来高増加率
330A,(株)ＴａｌｅｎｔＸ,13,1,値上がり率
5803,(株)フジクラ,13,1,出来高
2096,GX オフィス・J-REIT,14,1,出来高増加率
8306,(株)三菱ＵＦＪフィナンシャル・グループ,14,1,出来高
6981,(株)村田製作所,15,1,出来高
7774,(株)ジャパン・ティッシュエンジニアリング,15,1,値上がり率
7919,野崎印刷紙業(株),15,1,出来高増加率
2510,(NEXT FUNDS)国内債券・NOMURA-BPI総合,16,1,出来高増加率
3156,(株)レスター,16,1,値上がり率
543A,ＡＲＣＨＩＯＮ(株),16,1,出来高
179A,GX 超長期米国債 (H有),17,1,出来高増加率
6368,オルガノ(株),17,1,値上がり率
7201,日産自動車(株),17,1,出来高
2853,iシェアーズ 気候リスク調整世界国債(除く日本・H有),18,1,出来高増加率
6976,太陽誘電(株),18,1,出来高
2643,(NEXTFUNDS) MSCIジャパンカントリー指数(セレクト),19,1,出来高増加率
2760,東京エレクトロン　デバイス(株),19,1,値上がり率
2512,(NEXT FUNDS)外国債券・FTSE世界国債(除く日本・H有),20,1,出来高増加率
8136,(株)サンリオ,20,1,出来高
180A,GX 超長期米国債,21,1,出来高増加率
3652,(株)ディジタルメディアプロフェッショナル,21,1,値上がり率
5802,住友電気工業(株),21,1,出来高
2162,ｎｍｓホールディングス(株),22,1,出来高増加率
2338,クオンタムソリューションズ(株),22,1,値上がり率
6758,ソニーグループ(株),22,1,出来高
1579,日経平均ブル2倍上場投信,23,1,出来高
487A,(NEXT FUNDS) ドイツ株式・DAX(H無),23,1,出来高増加率
8609,(株)岡三証券グループ,23,1,値上がり率
264A,(株)Ｓｃｈｏｏ,24,1,出来高増加率
3436,(株)ＳＵＭＣＯ,24,1,出来高
6524,湖北工業(株),24,1,値上がり率
1382,(株)ホーブ,25,1,値上がり率
7297,(株)カーメイト,25,1,出来高増加率
485A,(株)パワーエックス,26,1,値上がり率
5016,ＪＸ金属(株),26,1,出来高
9929,平和紙業(株),26,1,出来高増加率
5936,東洋シヤッター(株),27,1,出来高増加率
7267,ホンダ,27,1,出来高
3131,シンデン・ハイテックス(株),28,1,値上がり率
8308,(株)りそなホールディングス,28,1,出来高
3449,(株)テクノフレックス,29,1,値上がり率
534A,NZAM 上場投信 NASDAQ100(H無),29,1,出来高増加率
8604,野村ホールディングス(株),29,1,出来高
2630,MAXIS 米国株式(S&P500)上場投信(H有),30,1,出来高増加率
2637,GX クリーンテック-日本株式,30,1,値上がり率
3143,オーウイル(株),31,1,出来高増加率
6723,ルネサスエレクトロニクス(株),31,1,出来高
1803,清水建設(株),32,1,出来高
2247,iFreeETF S&P500(H無),32,1,出来高増加率
2503,キリンホールディングス(株),33,1,出来高
2859,(NEXT FUNDS) ユーロ・ストックス50(H有),33,1,出来高増加率
6666,リバーエレテック(株),33,1,値上がり率
6526,(株)ソシオネクスト,34,1,出来高
6871,(株)日本マイクロニクス,34,1,値上がり率
7218,田中精密工業(株),34,1,出来高増加率
1357,(NEXT FUNDS) 日経ダブルインバース上場投信,35,1,出来高
383A,MAXIS S&P500均等ウェイト,35,1,出来高増加率
5801,古河電気工業(株),36,1,出来高
7760,ＩＭＶ(株),36,1,値上がり率
7918,(株)ヴィア・ホールディングス,36,1,出来高増加率
3664,(株)ＷＩＺＥ,37,1,出来高
499A,ラグジュアリー厳選10 欧州株(ネットリターン)ETN,37,1,出来高増加率
6085,アーキテクツ・スタジオ・ジャパン(株),37,1,値上がり率
2622,iシェアーズ 米ドル建て新興国債券(H有),38,1,出来高増加率
6237,(株)イワキ,38,1,値上がり率
4438,(株)Ｗｅｌｂｙ,39,1,出来高増加率
6762,ＴＤＫ(株),39,1,出来高
7018,内海造船(株),39,1,値上がり率
450A,ステート・ストリート・スパイダー S&P500 ETF(H有),40,1,出来高増加率
6779,日本電波工業(株),40,1,値上がり率
8316,(株)三井住友フィナンシャルグループ,40,1,出来高
4689,ＬＩＮＥヤフー(株),41,1,出来高
5706,三井金属(株),41,1,値上がり率
6042,(株)ニッキ,41,1,出来高増加率
206A,(株)ＰＲＩＳＭ　ＢｉｏＬａｂ,42,1,値上がり率
7011,三菱重工業(株),42,1,出来高
3070,(株)ジェリービーンズグループ,43,1,値上がり率
6074,(株)ジェイエスエス,43,1,出来高増加率
8001,伊藤忠商事(株),43,1,出来高
190A,Ｃｈｏｒｄｉａ　Ｔｈｅｒａｐｅｕｔｉｃｓ(株),44,1,値上がり率
