code,yahoo_name,best_yahoo_rank,ranking_hits,ranking_sources
3660,コスメ需要やデータ活用を追い風に26年6月期は19%増収・過去最高益 提供:株式会社アイスタイル,1,3,値上がり率・出来高・出来高増加率
5885,プライベート/フィジカルAI需要で27年5月期は27%増収予想 提供:株式会社ジーデップ・アドバンス,2,3,値上がり率・出来高・出来高増加率
8798,(株)アドバンスクリエイト,3,2,値上がり率・出来高増加率
7363,(株)ベビーカレンダー,7,2,値上がり率・出来高増加率
2962,(株)テクニスコ,8,2,値上がり率・出来高増加率
4597,ソレイジア・ファーマ(株),10,2,値上がり率・出来高
4052,フィーチャ(株),12,2,値上がり率・出来高
485A,(株)パワーエックス,16,2,値上がり率・出来高
285A,キオクシアホールディングス(株),18,2,値上がり率・出来高
302A,(株)ビースタイルホールディングス,19,2,値上がり率・出来高増加率
8104,クワザワホールディングス(株),23,2,値上がり率・出来高増加率
6981,(株)村田製作所,24,2,値上がり率・出来高
6920,レーザーテック(株),28,2,値上がり率・出来高
186A,(株)アストロスケールホールディングス,35,2,値上がり率・出来高
2762,(株)ＳＡＮＫＯ　ＭＡＲＫＥＴＩＮＧ　ＦＯＯＤＳ,39,2,値上がり率・出来高増加率
8746,ｕｎｂａｎｋｅｄ(株),40,2,値上がり率・出来高増加率
619A,(株)オリバー,41,2,値上がり率・出来高
6723,ルネサスエレクトロニクス(株),41,2,値上がり率・出来高
6525,(株)ＫＯＫＵＳＡＩ　ＥＬＥＣＴＲＩＣ,44,2,値上がり率・出来高
3436,(株)ＳＵＭＣＯ,57,2,値上がり率・出来高
6857,(株)アドバンテスト,63,2,値上がり率・出来高
2788,アップルインターナショナル(株),65,2,値上がり率・出来高増加率
4062,イビデン(株),71,2,値上がり率・出来高
5202,日本板硝子(株),86,2,出来高・出来高増加率
6594,ニデック(株),91,2,値上がり率・出来高
6203,豊和工業(株),95,2,値上がり率・出来高
4784,ＧＭＯインターネット(株),100,2,出来高・出来高増加率
382A,iFreeETF 米国国債3-5年(H有),3,1,出来高増加率
8918,(株)ランド,3,1,出来高
2016,iFreeETF 米国国債7-10年(H有),4,1,出来高増加率
4875,メディシノバ,4,1,値上がり率
9432,ＮＴＴ(株),4,1,出来高
4564,オンコセラピー・サイエンス(株),5,1,出来高
538A,NZAM 上場投信 米国国債7-10年(H無),5,1,出来高増加率
6977,(株)日本抵抗器製作所,5,1,値上がり率
1360,日経平均ベア2倍上場投信,6,1,出来高
1474,One ETF JPX日経400,6,1,出来高増加率
4075,ブレインズテクノロジー(株),6,1,値上がり率
2097,GX レジデンシャル・J-REIT,7,1,出来高増加率
9434,ソフトバンク(株),7,1,出来高
2259,iシェアーズ フランス国債7-10年(H有),8,1,出来高増加率
9984,ソフトバンクグループ(株),8,1,出来高
3512,日本フエルト(株),9,1,出来高増加率
4436,(株)ミンカブ・ジ・インフォノイド,9,1,値上がり率
8729,ソニーフィナンシャルグループ(株),9,1,出来高
1484,One ETF JPX/S&P 設備･人材投資指数,10,1,出来高増加率
7689,(株)コパ・コーポレーション,10,1,値上がり率
1499,MAXIS 日本株高配当70マーケットニュートラル,11,1,出来高増加率
4440,(株)ヴィッツ,11,1,値上がり率
8306,(株)三菱ＵＦＪフィナンシャル・グループ,11,1,出来高
5162,(株)朝日ラバー,12,1,出来高増加率
7203,トヨタ自動車(株),12,1,出来高
3664,(株)ＷＩＺＥ,13,1,出来高
4644,イマジニア(株),13,1,出来高増加率
6862,ミナトホールディングス(株),13,1,値上がり率
2848,GX MSCI 気候変動対応-日本株式,14,1,出来高増加率
3560,(株)ほぼ日,14,1,値上がり率
543A,ＡＲＣＨＩＯＮ(株),14,1,出来高
3350,(株)メタプラネット,15,1,出来高
379A,GX S&P500 (ダイナミック・プロテクション),15,1,出来高増加率
6834,(株)精工技研,15,1,値上がり率
9501,東京電力ホールディングス(株),16,1,出来高
159A,(NEXT FUNDS) JPXプライム150指数連動型上場投信,17,1,出来高増加率
5803,(株)フジクラ,17,1,出来高
8301,日本銀行,17,1,値上がり率
518A,(NEXT FUNDS) FTSE日本株高配当キャッシュフロー50,18,1,出来高増加率
6627,(株)テラプローブ,18,1,値上がり率
4446,Ｌｉｎｋ－Ｕグループ(株),19,1,値上がり率
7201,日産自動車(株),19,1,出来高
2517,MAXIS Jリート･コア上場投信,20,1,出来高増加率
460A,ＢＲＡＮＵ(株),20,1,値上がり率
8001,伊藤忠商事(株),20,1,出来高
2044,NEXT NOTES S&P500 配当貴族(NR)ETN,21,1,出来高増加率
4047,関東電化工業(株),21,1,値上がり率
5401,日本製鉄(株),21,1,出来高
283A,GX USテック・配当貴族,22,1,出来高増加率
4583,(株)カイオム・バイオサイエンス,22,1,値上がり率
4689,ＬＩＮＥヤフー(株),22,1,出来高
6976,太陽誘電(株),23,1,出来高
290A,(株)Ｓｙｎｓｐｅｃｔｉｖｅ,24,1,値上がり率
4242,(株)タカギセイコー,24,1,出来高増加率
2648,(NEXT FUNDS)ブルームバーグ米国国債(7-10年)(H有),25,1,出来高増加率
5801,古河電気工業(株),25,1,出来高
7826,(株)フルヤ金属,25,1,値上がり率
6198,(株)キャリア,26,1,出来高増加率
6521,(株)オキサイド,26,1,値上がり率
6740,(株)ジャパンディスプレイ,26,1,出来高
3917,(株)アイリッジ,27,1,出来高増加率
5016,ＪＸ金属(株),27,1,出来高
5572,(株)Ｒｉｄｇｅ－ｉ,27,1,値上がり率
7532,(株)パン・パシフィック・インターナショナルホールディングス,28,1,出来高
7975,(株)リヒトラブ,28,1,出来高増加率
140A,iFreeETF 米国10年国債先物インバース,29,1,出来高増加率
2160,(株)ジーエヌアイグループ,29,1,値上がり率
2181,パーソルホールディングス(株),29,1,出来高
2136,(株)ヒップ,30,1,出来高増加率
5252,日本ナレッジ(株),30,1,値上がり率
8053,住友商事(株),30,1,出来高
338A,(株)ＺｅｎｍｕＴｅｃｈ,31,1,値上がり率
5802,住友電気工業(株),31,1,出来高
3131,シンデン・ハイテックス(株),32,1,値上がり率
356A,GX S&P500 キャッシュフロー・トップ100,32,1,出来高増加率
8316,(株)三井住友フィナンシャルグループ,32,1,出来高
219A,Ｈｅａｒｔｓｅｅｄ(株),33,1,値上がり率
7857,セキ(株),33,1,出来高増加率
8267,イオン(株),33,1,出来高
2555,東証REIT ETF,34,1,出来高増加率
4755,楽天グループ(株),34,1,出来高
6227,ＡＩメカテック(株),34,1,値上がり率
461A,MAXIS 日本株高配当SMART50,35,1,出来高増加率
7267,ホンダ,35,1,出来高
534A,NZAM 上場投信 NASDAQ100(H無),36,1,出来高増加率
7011,三菱重工業(株),36,1,出来高
3075,(株)銚子丸,37,1,出来高増加率
5020,ＥＮＥＯＳホールディングス(株),37,1,出来高
6855,日本電子材料(株),37,1,値上がり率
273A,SBI サウジアラビア株式上場投信,38,1,出来高増加率
9366,(株)サンリツ,38,1,値上がり率
210A,iFreeETF 日経高利回りREIT指数,39,1,出来高増加率
6501,(株)日立製作所,39,1,出来高
5542,新報国マテリアル(株),40,1,値上がり率
9433,ＫＤＤＩ(株),40,1,出来高
7294,(株)ヨロズ,41,1,出来高増加率
4005,住友化学(株),42,1,出来高
4588,オンコリスバイオファーマ(株),42,1,値上がり率
488A,iシェアーズ 円高フォーカス ETF,42,1,出来高増加率
5131,リンカーズ(株),43,1,出来高
5706,三井金属(株),43,1,値上がり率
635A,SMBC Prime 日本短期債券ETF(毎月決算型),43,1,出来高増加率
6484,(株)ＫＶＫ,44,1,出来高増加率
6758,ソニーグループ(株),44,1,出来高
1306,(NEXT FUNDS)TOPIX連動型上場投信,45,1,出来高
3905,データセクション(株),45,1,値上がり率
6612,バルミューダ(株),45,1,出来高増加率
5985,サンコール(株),46,1,値上がり率
8604,野村ホールディングス(株),46,1,出来高
9979,(株)大庄,46,1,出来高増加率
1579,日経平均ブル2倍上場投信,47,1,出来高
6337,(株)テセック,47,1,値上がり率
9686,東洋テック(株),47,1,出来高増加率
3110,日東紡,48,1,値上がり率
8801,三井不動産(株),48,1,出来高
4594,ブライトパス・バイオ(株),49,1,値上がり率
