code,yahoo_name,best_yahoo_rank,ranking_hits,ranking_sources
5071,フィスコアナリストレポート 5期連続の増収・営業増益｜提供：株式会社ヴィス,1,3,値上がり率・出来高・出来高増加率
6634,(株)ＪＮグループ,2,3,値上がり率・出来高・出来高増加率
4564,オンコセラピー・サイエンス(株),5,2,値上がり率・出来高
5367,(株)ニッカトー,5,2,値上がり率・出来高
7875,竹田ｉＰホールディングス(株),6,2,値上がり率・出来高増加率
6522,(株)アスタリスク,7,2,値上がり率・出来高増加率
8894,(株)ＲＥＶＯＬＵＴＩＯＮ,9,2,値上がり率・出来高
4888,ステラファーマ(株),10,2,値上がり率・出来高増加率
5867,(株)エスネットワークス,10,2,値上がり率・出来高増加率
2334,(株)イオレ,11,2,値上がり率・出来高
6981,(株)村田製作所,13,2,値上がり率・出来高
6998,日本タングステン(株),13,2,値上がり率・出来高増加率
4840,(株)トライアイズ,14,2,値上がり率・出来高増加率
9246,(株)プロジェクトホールディングス,20,2,値上がり率・出来高増加率
9162,(株)ブリーチ,21,2,値上がり率・出来高増加率
3687,(株)フィックスターズ,25,2,値上がり率・出来高
6526,(株)ソシオネクスト,33,2,値上がり率・出来高
2721,(株)ジェイホールディングス,34,2,値上がり率・出来高増加率
7122,近畿車輛(株),36,2,値上がり率・出来高増加率
330A,(株)ＴａｌｅｎｔＸ,37,2,値上がり率・出来高増加率
2802,味の素(株),40,2,値上がり率・出来高
6772,東京コスモス電機(株),40,2,値上がり率・出来高増加率
4062,イビデン(株),44,2,値上がり率・出来高
6315,ＴＯＷＡ(株),46,2,値上がり率・出来高
7735,(株)ＳＣＲＥＥＮホールディングス,54,2,値上がり率・出来高
7256,河西工業(株),57,2,値上がり率・出来高
2152,幼児活動研究会(株),58,2,値上がり率・出来高増加率
7182,(株)ゆうちょ銀行,59,2,値上がり率・出来高
6920,レーザーテック(株),62,2,値上がり率・出来高
6177,ＡｐｐＢａｎｋ(株),66,2,値上がり率・出来高増加率
6098,(株)リクルートホールディングス,81,2,値上がり率・出来高
8107,(株)キムラタン,83,2,値上がり率・出来高
3753,(株)フライトソリューションズ,84,2,値上がり率・出来高増加率
7072,(株)インティメート・マージャー,85,2,値上がり率・出来高増加率
6731,(株)ピクセラ,87,2,出来高・出来高増加率
8035,東京エレクトロン(株),93,2,値上がり率・出来高
9478,ＳＥホールディングス・アンド・インキュベーションズ(株),137,2,値上がり率・出来高増加率
1360,日経平均ベア2倍上場投信,2,1,出来高
2089,NZAM 上場投信 DAX(H有),2,1,出来高増加率
2016,iFreeETF 米国国債7-10年(H有),3,1,出来高増加率
9256,(株)サクシード,3,1,値上がり率
9432,ＮＴＴ(株),3,1,出来高
2512,(NEXT FUNDS)外国債券・FTSE世界国債(除く日本・H有),4,1,出来高増加率
3691,(株)デジタルプラス,4,1,値上がり率
8918,(株)ランド,4,1,出来高
1483,iシェアーズ JPX/S&P 設備･人材投資ETF,5,1,出来高増加率
2257,iシェアーズ 米ドル建て投資適格社債,6,1,出来高増加率
6740,(株)ジャパンディスプレイ,6,1,出来高
2648,(NEXT FUNDS)ブルームバーグ米国国債(7-10年)(H有),7,1,出来高増加率
9434,ソフトバンク(株),7,1,出来高
2071,スマート ESG30 総合(ネットリターン)ETN,8,1,出来高増加率
4597,ソレイジア・ファーマ(株),8,1,出来高
6327,北川精機(株),8,1,値上がり率
2093,上場Tracers 米国債0-2年ラダー(H無),9,1,出来高増加率
8729,ソニーフィナンシャルグループ(株),9,1,出来高
9984,ソフトバンクグループ(株),10,1,出来高
2018,GX US REIT・トップ20,11,1,出来高増加率
8306,(株)三菱ＵＦＪフィナンシャル・グループ,11,1,出来高
181A,MAXIS 米国国債1-3年上場投信(H無),12,1,出来高増加率
5803,(株)フジクラ,12,1,出来高
170A,SMT ETF日本好配当株アクティブ,13,1,出来高増加率
6976,太陽誘電(株),14,1,出来高
7369,(株)メイホーホールディングス,14,1,出来高増加率
2242,MAXIS NYダウ上場投信(H有),15,1,出来高増加率
7201,日産自動車(株),15,1,出来高
7717,(株)ブイ・テクノロジー,15,1,値上がり率
2513,(NEXT FUNDS)外国株式･MSCI-KOKUSAI(H無),16,1,出来高増加率
3449,(株)テクノフレックス,16,1,値上がり率
7011,三菱重工業(株),16,1,出来高
285A,キオクシアホールディングス(株),17,1,出来高
349A,SMDAM Active ETF 日本グロース株,17,1,出来高増加率
6264,(株)マルマエ,17,1,値上がり率
2510,(NEXT FUNDS)国内債券・NOMURA-BPI総合,18,1,出来高増加率
5016,ＪＸ金属(株),18,1,出来高
7048,ベルトラ(株),18,1,値上がり率
2860,(NEXT FUNDS) ドイツ株式・DAX(H有),19,1,出来高増加率
3803,イメージ情報開発(株),19,1,値上がり率
7203,トヨタ自動車(株),19,1,出来高
9501,東京電力ホールディングス(株),20,1,出来高
9685,ＫＹＣＯＭホールディングス(株),20,1,出来高増加率
3350,(株)メタプラネット,21,1,出来高
4968,荒川化学工業(株),21,1,値上がり率
