code,yahoo_name,best_yahoo_rank,ranking_hits,ranking_sources
5240,ｍｏｎｏＡＩ　ｔｅｃｈｎｏｌｏｇｙ(株),1,3,値上がり率・出来高・出来高増加率
2134,北浜キャピタルパートナーズ(株),36,3,値上がり率・出来高・出来高増加率
4564,オンコセラピー・サイエンス(株),2,2,値上がり率・出来高
9399,ビート・ホールディングス・リミテッド,4,2,値上がり率・出来高
4833,(株)Ｄｅｆ　ｃｏｎｓｕｌｔｉｎｇ,6,2,値上がり率・出来高
3350,(株)メタプラネット,14,2,値上がり率・出来高
7523,アールビバン(株),25,2,値上がり率・出来高増加率
9348,(株)ｉｓｐａｃｅ,25,2,出来高・出来高増加率
6981,(株)村田製作所,27,2,値上がり率・出来高
9560,(株)プログリット,31,2,値上がり率・出来高増加率
4063,信越化学工業(株),43,2,値上がり率・出来高
6857,(株)アドバンテスト,45,2,値上がり率・出来高
6986,双葉電子工業(株),61,2,出来高・出来高増加率
4062,イビデン(株),83,2,値上がり率・出来高
3070,(株)ジェリービーンズグループ,86,2,値上がり率・出来高
6824,新コスモス電機(株),90,2,値上がり率・出来高増加率
6724,セイコーエプソン(株),127,2,値上がり率・出来高
7735,(株)ＳＣＲＥＥＮホールディングス,130,2,値上がり率・出来高
2877,日東ベスト(株),1,1,出来高増加率
8918,(株)ランド,1,1,出来高
4424,(株)Ａｍａｚｉａ,2,1,値上がり率
3224,(株)ゼネラル・オイスター,3,1,出来高増加率
4597,ソレイジア・ファーマ(株),3,1,出来高
7211,三菱自動車(株),3,1,値上がり率
7863,(株)平賀,4,1,出来高増加率
9432,ＮＴＴ(株),4,1,出来高
1360,日経平均ベア2倍上場投信,5,1,出来高
571A,iシェアーズ 日本国債1-3年,5,1,出来高増加率
6387,サムコ(株),5,1,値上がり率
4171,(株)グローバルインフォメーション,6,1,出来高増加率
9434,ソフトバンク(株),6,1,出来高
3664,(株)ＷＩＺＥ,7,1,出来高
6266,タツモ(株),7,1,値上がり率
7849,スターツ出版(株),7,1,出来高増加率
6327,北川精機(株),8,1,値上がり率
6566,(株)要興業,8,1,出来高増加率
6740,(株)ジャパンディスプレイ,8,1,出来高
584A,ＬｉＮＫＸ(株),9,1,値上がり率
8144,(株)デンキョーグループホールディングス,9,1,出来高増加率
8306,(株)三菱ＵＦＪフィナンシャル・グループ,9,1,出来高
3436,(株)ＳＵＭＣＯ,10,1,値上がり率
