code,yahoo_name,best_yahoo_rank,ranking_hits,ranking_sources
3656,ＫＬａｂ(株),5,3,値上がり率・出来高・出来高増加率
3133,(株)海帆,1,2,値上がり率・出来高
264A,(株)Ｓｃｈｏｏ,3,2,値上がり率・出来高増加率
4597,ソレイジア・ファーマ(株),5,2,値上がり率・出来高
6740,(株)ジャパンディスプレイ,6,2,値上がり率・出来高
1447,ＳＡＡＦホールディングス(株),9,2,値上がり率・出来高増加率
7011,三菱重工業(株),11,2,値上がり率・出来高
6085,アーキテクツ・スタジオ・ジャパン(株),13,2,値上がり率・出来高
8136,(株)サンリオ,13,2,値上がり率・出来高
7063,(株)Ｂｉｒｄｍａｎ,14,2,値上がり率・出来高
3647,(株)アスリナ,15,2,値上がり率・出来高増加率
589A,ネイス(株),23,2,値上がり率・出来高
3350,(株)メタプラネット,24,2,値上がり率・出来高
7003,(株)三井Ｅ＆Ｓ,24,2,値上がり率・出来高
7013,(株)ＩＨＩ,25,2,値上がり率・出来高
4769,(株)ＩＣ,31,2,値上がり率・出来高増加率
7012,川崎重工業(株),33,2,値上がり率・出来高
4594,ブライトパス・バイオ(株),37,2,値上がり率・出来高
4063,信越化学工業(株),41,2,値上がり率・出来高
581A,ＧＯ(株),55,2,値上がり率・出来高
6366,千代田化工建設(株),56,2,値上がり率・出来高
4751,(株)サイバーエージェント,75,2,値上がり率・出来高
9009,京成電鉄(株),91,2,値上がり率・出来高
9972,アルテック(株),102,2,値上がり率・出来高増加率
5858,(株)ＳＴＧ,105,2,値上がり率・出来高増加率
513A,GX 防衛テック-日本株式,111,2,値上がり率・出来高増加率
2300,(株)きょくとう,127,2,値上がり率・出来高増加率
1360,日経平均ベア2倍上場投信,1,1,出来高
530A,NZAM 上場投信 東証REIT指数(2・5・8・11月決算型),1,1,出来高増加率
2648,(NEXT FUNDS)ブルームバーグ米国国債(7-10年)(H有),2,1,出来高増加率
4596,窪田製薬ホールディングス(株),2,1,値上がり率
8918,(株)ランド,2,1,出来高
2016,iFreeETF 米国国債7-10年(H有),3,1,出来高増加率
4564,オンコセラピー・サイエンス(株),3,1,出来高
4424,(株)Ａｍａｚｉａ,4,1,値上がり率
443A,iFreeETF 東証REIT指数(2・5・8・11月決算型),4,1,出来高増加率
9432,ＮＴＴ(株),4,1,出来高
236A,iシェアーズ 日本国債7-10年,5,1,出来高増加率
2630,MAXIS 米国株式(S&P500)上場投信(H有),6,1,出来高増加率
584A,ＬｉＮＫＸ(株),6,1,値上がり率
2238,iFreeETF S&P500インバース,7,1,出来高増加率
504A,イノバセル(株),7,1,値上がり率
9434,ソフトバンク(株),7,1,出来高
2839,MAXIS 米国国債7-10年上場投信(H有),8,1,出来高増加率
4394,(株)エクスモーション,8,1,値上がり率
8729,ソニーフィナンシャルグループ(株),8,1,出来高
140A,iFreeETF 米国10年国債先物インバース,9,1,出来高増加率
2512,(NEXT FUNDS)外国債券・FTSE世界国債(除く日本・H有),10,1,出来高増加率
278A,Ｔｅｒｒａ　Ｄｒｏｎｅ(株),10,1,値上がり率
285A,キオクシアホールディングス(株),10,1,出来高
6736,サン電子(株),11,1,値上がり率
7477,ムラキ(株),11,1,出来高増加率
2642,SMT ETFカーボン・エフィシェント日本株,12,1,出来高増加率
7014,(株)名村造船所,12,1,値上がり率
7201,日産自動車(株),12,1,出来高
2088,NZAM 上場投信 NYダウ30(H有),13,1,出来高増加率
2252,GX Morningstar 米国中小型 Moat,14,1,出来高増加率
9984,ソフトバンクグループ(株),14,1,出来高
1356,TOPIXベア2倍上場投信,15,1,出来高
9913,日邦産業(株),15,1,出来高増加率
5803,(株)フジクラ,16,1,出来高
7721,東京計器(株),16,1,値上がり率
1579,日経平均ブル2倍上場投信,17,1,出来高
2647,(NEXT FUNDS)ブルームバーグ米国国債(7-10年)(H無),17,1,出来高増加率
265A,Ｈｍｃｏｍｍ(株),17,1,値上がり率
2072,トップシェアインデックス(ネットリターン)ETN,18,1,出来高増加率
4258,(株)網屋,18,1,値上がり率
7203,トヨタ自動車(株),18,1,出来高
2852,iシェアーズ グリーンJリート,19,1,出来高増加率
3436,(株)ＳＵＭＣＯ,19,1,出来高
6284,日精エー・エス・ビー機械(株),19,1,値上がり率
541A,One ETF TOPIX高配当株グロース指数,20,1,出来高増加率
6016,(株)ジャパンエンジンコーポレーション,20,1,値上がり率
8306,(株)三菱ＵＦＪフィナンシャル・グループ,20,1,出来高
2096,GX オフィス・J-REIT,21,1,出来高増加率
2138,クルーズ(株),21,1,値上がり率
5401,日本製鉄(株),21,1,出来高
220A,(株)Ｆａｂｅｒ　Ｃｏｍｐａｎｙ,22,1,出来高増加率
7267,ホンダ,22,1,出来高
7283,愛三工業(株),22,1,値上がり率
2862,上場インデックスファンドフランス国債(H有),23,1,出来高増加率
9501,東京電力ホールディングス(株),23,1,出来高
9258,(株)ＣＳ－Ｃ,24,1,出来高増加率
153A,(株)カウリス,25,1,値上がり率
578A,GX シルバー (H有),25,1,出来高増加率
179A,GX 超長期米国債 (H有),26,1,出来高増加率
4389,プロパティデータバンク(株),26,1,値上がり率
6981,(株)村田製作所,26,1,出来高
1366,iFreeETF 日経平均ダブルインバース・インデックス,27,1,出来高
218A,(株)Ｌｉｂｅｒａｗａｒｅ,27,1,値上がり率
2565,GX ロジスティクス・J-REIT,27,1,出来高増加率
206A,(株)ＰＲＩＳＭ　ＢｉｏＬａｂ,28,1,値上がり率
2848,GX MSCI 気候変動対応-日本株式,28,1,出来高増加率
6976,太陽誘電(株),28,1,出来高
2015,iFreeETF 米国国債7-10年(H無),29,1,出来高増加率
5801,古河電気工業(株),29,1,出来高
7018,内海造船(株),29,1,値上がり率
5802,住友電気工業(株),30,1,出来高
7412,(株)アトム,30,1,値上がり率
9213,(株)セイファート,30,1,出来高増加率
1306,(NEXT FUNDS)TOPIX連動型上場投信,31,1,出来高
157A,グリーンモンスター(株),31,1,値上がり率
5016,ＪＸ金属(株),32,1,出来高
6269,三井海洋開発(株),32,1,値上がり率
7422,東邦レマック(株),32,1,出来高増加率
4617,中国塗料(株),33,1,値上がり率
7087,(株)ウイルテック,33,1,出来高増加率
1357,(NEXT FUNDS) 日経ダブルインバース上場投信,34,1,出来高
1593,MAXIS JPX日経インデックス400上場投信,34,1,出来高増加率
9399,ビート・ホールディングス・リミテッド,34,1,値上がり率
2641,GX グローバルリーダーズ-日本株式,35,1,出来高増加率
6993,大黒屋ホールディングス(株),35,1,出来高
7115,(株)アルファパーチェス,35,1,値上がり率
4493,(株)サイバーセキュリティクラウド,36,1,値上がり率
6555,(株)ＭＳ＆Ｃｏｎｓｕｌｔｉｎｇ,36,1,出来高増加率
6762,ＴＤＫ(株),36,1,出来高
1459,楽天 ETF-日経ダブルインバース指数連動型,37,1,出来高
2521,上場インデックスファンド米国株式(S&P500)H有,37,1,出来高増加率
349A,SMDAM Active ETF 日本グロース株,38,1,出来高増加率
3664,(株)ＷＩＺＥ,38,1,出来高
6496,(株)中北製作所,38,1,値上がり率
3825,(株)リミックスポイント,39,1,値上がり率
4178,(株)Ｓｈａｒｉｎｇ　Ｉｎｎｏｖａｔｉｏｎｓ,39,1,出来高増加率
5243,ｎｏｔｅ(株),40,1,値上がり率
6758,ソニーグループ(株),40,1,出来高
3981,(株)ビーグリー,41,1,出来高増加率
3409,(株)北紡,42,1,値上がり率
6752,パナソニック　ホールディングス(株),42,1,出来高
7953,菊水化学工業(株),42,1,出来高増加率
340A,(株)ジグザグ,43,1,出来高増加率
4755,楽天グループ(株),43,1,出来高
4568,第一三共(株),44,1,出来高
5997,協立エアテック(株),44,1,出来高増加率
6814,古野電気(株),44,1,値上がり率
2856,iシェアーズ 米国債3-7年 ETF(H有),45,1,出来高増加率
5578,ＡＲアドバンストテクノロジ(株),45,1,値上がり率
6526,(株)ソシオネクスト,45,1,出来高
3439,(株)三ツ知,46,1,出来高増加率
5137,(株)スマートドライブ,46,1,値上がり率
6723,ルネサスエレクトロニクス(株),46,1,出来高
6365,(株)電業社機械製作所,47,1,出来高増加率
6525,(株)ＫＯＫＵＳＡＩ　ＥＬＥＣＴＲＩＣ,47,1,出来高
4240,クラスターテクノロジー(株),48,1,出来高増加率
5028,セカンドサイトアナリティカ(株),48,1,値上がり率
8001,伊藤忠商事(株),48,1,出来高
2623,iシェアーズ ユーロ建て投資適格社債(H有),49,1,出来高増加率
6501,(株)日立製作所,49,1,出来高
8267,イオン(株),50,1,出来高
8316,(株)三井住友フィナンシャルグループ,51,1,出来高
9304,澁澤倉庫(株),51,1,値上がり率
9565,ＧＬＯＥ(株),51,1,出来高増加率
190A,Ｃｈｏｒｄｉａ　Ｔｈｅｒａｐｅｕｔｉｃｓ(株),52,1,値上がり率
512A,GX ステーブルコイン&トークンビジネス(除く日本),52,1,出来高増加率
7211,三菱自動車(株),52,1,出来高
2855,GX グリーン・J-REIT,53,1,出来高増加率
4935,(株)リベルタ,53,1,出来高
5273,三谷セキサン(株),53,1,値上がり率
2554,(NEXT FUNDS)米国投資適格社債(1-10年)(H有),54,1,出来高増加率
4689,ＬＩＮＥヤフー(株),54,1,出来高
5631,(株)日本製鋼所,54,1,値上がり率
4005,住友化学(株),55,1,出来高
9351,東洋埠頭(株),55,1,出来高増加率
2258,iシェアーズ 米ドル建てハイイールド社債,56,1,出来高増加率
7532,(株)パン・パシフィック・インターナショナルホールディングス,56,1,出来高
1475,iシェアーズ・コア TOPIX ETF,57,1,出来高
9012,秩父鉄道(株),57,1,出来高増加率
9900,(株)サガミホールディングス,57,1,値上がり率
8053,住友商事(株),58,1,出来高
3454,ファーストブラザーズ(株),59,1,出来高増加率
3929,ソーシャルワイヤー(株),59,1,値上がり率
8604,野村ホールディングス(株),59,1,出来高
2930,(株)北の達人コーポレーション,60,1,値上がり率
4937,(株)Ｗａｑｏｏ,60,1,出来高増加率
8473,ＳＢＩホールディングス(株),60,1,出来高
1479,iFreeETF MSCI日本株人材設備投資指数,61,1,出来高増加率
6594,ニデック(株),61,1,出来高
6946,日本アビオニクス(株),61,1,値上がり率
4478,フリー(株),62,1,値上がり率
7345,(株)アイ・パートナーズフィナンシャル,62,1,出来高増加率
1694,WisdomTree ニッケル上場投信,63,1,出来高増加率
8750,(株)第一ライフグループ,63,1,出来高
3926,(株)オープンドア,64,1,値上がり率
543A,ＡＲＣＨＩＯＮ(株),64,1,出来高
6360,(株)東京自働機械製作所,64,1,出来高増加率
1472,(NEXT FUNDS)JPX日経400ダブルインバース,65,1,出来高増加率
7256,河西工業(株),65,1,値上がり率
7974,任天堂(株),65,1,出来高
1482,iシェアーズ・コア 米国債7-10年ETF(H有),66,1,出来高増加率
3697,(株)ＳＨＩＦＴ,66,1,出来高
4553,東和薬品(株),66,1,値上がり率
1483,iシェアーズ JPX/S&P 設備･人材投資ETF,67,1,出来高増加率
7261,マツダ(株),67,1,出来高
173A,(株)ハンモック,68,1,出来高増加率
2836,GX フィンテック-日本株式,68,1,値上がり率
4883,(株)モダリス,68,1,出来高
5027,ＡｎｙＭｉｎｄ　Ｇｒｏｕｐ(株),69,1,値上がり率
7269,スズキ(株),69,1,出来高
7902,(株)ソノコム,69,1,出来高増加率
2518,(NEXT FUNDS) MSCI日本株女性活躍(セレクト)上場投信,70,1,出来高増加率
4062,イビデン(株),70,1,出来高
431A,ユーソナー(株),70,1,値上がり率
4881,(株)ファンペップ,71,1,値上がり率
6424,(株)高見沢サイバネティックス,71,1,出来高増加率
6701,ＮＥＣ,71,1,出来高
5255,(株)モンスターラボ,72,1,値上がり率
537A,NZAM 上場投信 全世界株式(MSCI ACWI)(H無),72,1,出来高増加率
6857,(株)アドバンテスト,72,1,出来高
2050,NEXT NOTES ニッチトップ中小型日本株(NR)ETN,73,1,出来高増加率
7550,(株)ゼンショーホールディングス,73,1,値上がり率
8308,(株)りそなホールディングス,73,1,出来高
1514,住石ホールディングス(株),74,1,値上がり率
162A,AIセレクトメガトレンド日本株(ネットリターン)ETN,74,1,出来高増加率
8411,(株)みずほフィナンシャルグループ,74,1,出来高
3851,(株)日本一ソフトウェア,75,1,出来高増加率
