code,yahoo_name,best_yahoo_rank,ranking_hits,ranking_sources
4833,(株)Ｄｅｆ　ｃｏｎｓｕｌｔｉｎｇ,1,3,値上がり率・出来高・出来高増加率
7063,(株)Ｂｉｒｄｍａｎ,7,3,値上がり率・出来高・出来高増加率
6522,(株)アスタリスク,9,3,値上がり率・出来高・出来高増加率
4424,(株)Ａｍａｚｉａ,11,3,値上がり率・出来高・出来高増加率
8894,(株)ＲＥＶＯＬＵＴＩＯＮ,16,3,値上がり率・出来高・出来高増加率
9425,ＲｅＹｕｕ　Ｊａｐａｎ(株),2,2,値上がり率・出来高増加率
4564,オンコセラピー・サイエンス(株),4,2,値上がり率・出来高
7815,東京ボード工業(株),4,2,値上がり率・出来高増加率
3436,(株)ＳＵＭＣＯ,8,2,値上がり率・出来高
5942,日本フイルコン(株),10,2,値上がり率・出来高増加率
6837,(株)京写,17,2,値上がり率・出来高増加率
6976,太陽誘電(株),17,2,値上がり率・出来高
330A,(株)ＴａｌｅｎｔＸ,18,2,値上がり率・出来高増加率
6981,(株)村田製作所,18,2,値上がり率・出来高
192A,インテグループ(株),21,2,値上がり率・出来高増加率
7735,(株)ＳＣＲＥＥＮホールディングス,28,2,値上がり率・出来高
3133,(株)海帆,32,2,値上がり率・出来高
6752,パナソニック　ホールディングス(株),32,2,値上がり率・出来高
4062,イビデン(株),36,2,値上がり率・出来高
6723,ルネサスエレクトロニクス(株),36,2,値上がり率・出来高
7120,(株)ＳＨＩＮＫＯ,38,2,値上がり率・出来高増加率
4389,プロパティデータバンク(株),41,2,値上がり率・出来高増加率
7837,(株)アールシーコア,48,2,値上がり率・出来高増加率
6526,(株)ソシオネクスト,51,2,値上がり率・出来高
6971,京セラ(株),52,2,値上がり率・出来高
6525,(株)ＫＯＫＵＳＡＩ　ＥＬＥＣＴＲＩＣ,55,2,値上がり率・出来高
6966,(株)三井ハイテック,59,2,値上がり率・出来高
6663,太洋テクノレックス(株),73,2,値上がり率・出来高増加率
6315,ＴＯＷＡ(株),74,2,値上がり率・出来高
2586,(株)フルッタフルッタ,76,2,値上がり率・出来高増加率
2802,味の素(株),76,2,値上がり率・出来高
8698,マネックスグループ(株),82,2,値上がり率・出来高
6479,ミネベアミツミ(株),105,2,値上がり率・出来高
381A,iFreeETF 米国国債3-5年(H無),1,1,出来高増加率
8918,(株)ランド,1,1,出来高
2016,iFreeETF 米国国債7-10年(H有),2,1,出来高増加率
9432,ＮＴＴ(株),2,1,出来高
1360,日経平均ベア2倍上場投信,3,1,出来高
2856,iシェアーズ 米国債3-7年 ETF(H有),3,1,出来高増加率
7041,ＣＲＧホールディングス(株),3,1,値上がり率
183A,MAXIS 米国国債20年超上場投信(H有),5,1,出来高増加率
4597,ソレイジア・ファーマ(株),5,1,出来高
589A,ネイス(株),5,1,値上がり率
236A,iシェアーズ 日本国債7-10年,6,1,出来高増加率
