code,yahoo_name,best_yahoo_rank,ranking_hits,ranking_sources
6659,(株)メディアリンクス,1,3,値上がり率・出来高・出来高増加率
5803,(株)フジクラ,5,3,値上がり率・出来高・出来高増加率
6994,(株)指月電機製作所,7,3,値上がり率・出来高・出来高増加率
4088,エア・ウォーター(株),26,3,値上がり率・出来高・出来高増加率
2962,(株)テクニスコ,2,2,値上がり率・出来高増加率
4564,オンコセラピー・サイエンス(株),2,2,値上がり率・出来高
4265,Ｉｎｓｔｉｔｕｔｉｏｎ　ｆｏｒ　ａ　Ｇｌｏｂａｌ　Ｓｏｃｉｅ(株),3,2,値上がり率・出来高増加率
3444,(株)菊池製作所,4,2,値上がり率・出来高増加率
9444,(株)トーシンホールディングス,5,2,値上がり率・出来高増加率
6533,(株)Ｏｒｃｈｅｓｔｒａ　Ｈｏｌｄｉｎｇｓ,6,2,値上がり率・出来高増加率
5287,(株)イトーヨーギョー,9,2,値上がり率・出来高増加率
2693,ＹＫＴ(株),10,2,値上がり率・出来高増加率
2048,NEXT NOTES 野村日本株高配当70(ドルH、NR)ETN,12,2,値上がり率・出来高増加率
7030,(株)スプリックス,13,2,値上がり率・出来高増加率
550A,(株)ソフトテックス,14,2,値上がり率・出来高増加率
4075,ブレインズテクノロジー(株),15,2,値上がり率・出来高増加率
281A,インフォメティス(株),16,2,値上がり率・出来高増加率
6976,太陽誘電(株),22,2,値上がり率・出来高
7412,(株)アトム,22,2,値上がり率・出来高
5834,ＳＢＩリーシングサービス(株),23,2,値上がり率・出来高増加率
5074,テスホールディングス(株),24,2,値上がり率・出来高
6762,ＴＤＫ(株),27,2,値上がり率・出来高
8938,グローム・ホールディングス(株),28,2,値上がり率・出来高増加率
5033,(株)ヌーラボ,30,2,値上がり率・出来高増加率
6317,(株)北川鉄工所,33,2,値上がり率・出来高増加率
6613,(株)ＱＤレーザ,33,2,出来高・出来高増加率
3687,(株)フィックスターズ,38,2,値上がり率・出来高
2934,ジェイフロンティア(株),41,2,値上がり率・出来高増加率
8291,日産東京販売ホールディングス(株),44,2,出来高・出来高増加率
9828,(株)Ｇｅｎｋｉ　Ｇｌｏｂａｌ　Ｄｉｎｉｎｇ　Ｃｏｎｃｅｐｔｓ,62,2,値上がり率・出来高増加率
469A,(株)フィットクルー,64,2,値上がり率・出来高増加率
3667,(株)ｅｎｉｓｈ,71,2,値上がり率・出来高
6479,ミネベアミツミ(株),74,2,値上がり率・出来高
9424,日本通信(株),81,2,出来高・出来高増加率
7043,アルー(株),82,2,値上がり率・出来高増加率
3622,ネットイヤーグループ(株),111,2,値上がり率・出来高増加率
2088,NZAM 上場投信 NYダウ30(H有),1,1,出来高増加率
8918,(株)ランド,1,1,出来高
376A,(NEXT FUNDS)ブルームバーグ米国国債(7-10年)(75%H有),2,1,出来高増加率
2527,NZAM 上場投信 東証REIT Core指数,3,1,出来高増加率
9432,ＮＴＴ(株),3,1,出来高
1360,日経平均ベア2倍上場投信,4,1,出来高
2852,iシェアーズ グリーンJリート,4,1,出来高増加率
4287,(株)ジャストプランニング,5,1,出来高増加率
3907,シリコンスタジオ(株),6,1,出来高増加率
6740,(株)ジャパンディスプレイ,6,1,出来高
1349,ABF 汎アジア債券インデックス･ファンド,7,1,出来高増加率
4597,ソレイジア・ファーマ(株),7,1,出来高
6597,ＨＰＣシステムズ(株),8,1,値上がり率
9434,ソフトバンク(株),8,1,出来高
5016,ＪＸ金属(株),9,1,出来高
1599,iFreeETF JPX日経400,10,1,出来高増加率
1685,WisdomTree エネルギー上場投信,11,1,出来高増加率
9501,東京電力ホールディングス(株),11,1,出来高
3664,(株)ＷＩＺＥ,12,1,値上がり率
9984,ソフトバンクグループ(株),12,1,出来高
2087,NZAM 上場投信 NASDAQ100(H有),13,1,出来高増加率
8729,ソニーフィナンシャルグループ(株),13,1,出来高
6217,津田駒工業(株),14,1,出来高増加率
8306,(株)三菱ＵＦＪフィナンシャル・グループ,14,1,出来高
5138,(株)Ｒｅｂａｓｅ,15,1,出来高増加率
7201,日産自動車(株),15,1,出来高
571A,iシェアーズ 日本国債1-3年,16,1,出来高増加率
8136,(株)サンリオ,16,1,出来高
6981,(株)村田製作所,17,1,出来高
7048,ベルトラ(株),17,1,値上がり率
9857,英和(株),17,1,出来高増加率
1407,(株)ウエストホールディングス,18,1,値上がり率
285A,キオクシアホールディングス(株),18,1,出来高
9355,(株)リンコーコーポレーション,18,1,出来高増加率
1579,日経平均ブル2倍上場投信,19,1,出来高
9369,(株)キユーソー流通システム,19,1,値上がり率
1356,TOPIXベア2倍上場投信,20,1,出来高
9115,明海グループ(株),20,1,値上がり率
