code,yahoo_name,best_yahoo_rank,ranking_hits,ranking_sources
4056,ニューラルグループ(株),2,3,値上がり率・出来高・出来高増加率
6730,(株)アクセル,22,3,値上がり率・出来高・出来高増加率
6177,ＡｐｐＢａｎｋ(株),35,3,値上がり率・出来高・出来高増加率
4564,オンコセラピー・サイエンス(株),3,2,値上がり率・出来高
8746,ｕｎｂａｎｋｅｄ(株),3,2,値上がり率・出来高
4370,モビルス(株),4,2,値上がり率・出来高増加率
4052,フィーチャ(株),5,2,値上がり率・出来高
336A,ダイナミックマッププラットフォーム(株),6,2,値上がり率・出来高
593A,(株)ティアフォー,8,2,値上がり率・出来高
6522,(株)アスタリスク,9,2,値上がり率・出来高
7066,(株)ピアズ,13,2,値上がり率・出来高増加率
6904,原田工業(株),14,2,値上がり率・出来高増加率
9610,ウィルソン・ラーニング　ワールドワイド(株),17,2,値上がり率・出来高
4394,(株)エクスモーション,18,2,値上がり率・出来高増加率
2612,かどや製油(株),19,2,値上がり率・出来高増加率
4440,(株)ヴィッツ,20,2,値上がり率・出来高
6599,エブレン(株),23,2,値上がり率・出来高増加率
9562,ビジネスコーチ(株),24,2,値上がり率・出来高増加率
9843,(株)ニトリホールディングス,25,2,値上がり率・出来高
7192,日本モーゲージサービス(株),26,2,値上がり率・出来高増加率
7256,河西工業(株),30,2,値上がり率・出来高増加率
5867,(株)エスネットワークス,33,2,値上がり率・出来高増加率
8053,住友商事(株),33,2,値上がり率・出来高
8058,三菱商事(株),36,2,値上がり率・出来高
5570,(株)ジェノバ,41,2,値上がり率・出来高増加率
5202,日本板硝子(株),47,2,出来高・出来高増加率
4366,ダイトーケミックス(株),48,2,値上がり率・出来高増加率
6330,東洋エンジニアリング(株),62,2,値上がり率・出来高
9503,関西電力(株),64,2,値上がり率・出来高
4892,(株)サイフューズ,67,2,値上がり率・出来高増加率
4661,(株)オリエンタルランド,70,2,値上がり率・出来高
3187,(株)ミラタップ,72,2,値上がり率・出来高増加率
6920,レーザーテック(株),79,2,値上がり率・出来高
3444,(株)菊池製作所,80,2,値上がり率・出来高増加率
268A,リガク・ホールディングス(株),96,2,値上がり率・出来高
4684,(株)オービック,119,2,値上がり率・出来高
2091,NZAM 上場投信 ドイツ国債7-10年(H有),1,1,出来高増加率
3653,(株)モルフォ,1,1,値上がり率
8918,(株)ランド,1,1,出来高
2092,NZAM 上場投信 フランス国債7-10年(H有),2,1,出来高増加率
9432,ＮＴＴ(株),2,1,出来高
572A,iシェアーズ 日本国債3-7年,3,1,出来高増加率
1360,日経平均ベア2倍上場投信,4,1,出来高
571A,iシェアーズ 日本国債1-3年,4,1,出来高増加率
494A,One ETF 日本国債 3-7年,5,1,出来高増加率
8729,ソニーフィナンシャルグループ(株),5,1,出来高
2849,GX Morningstar 高配当 ESG-日本株式,6,1,出来高増加率
4597,ソレイジア・ファーマ(株),6,1,出来高
4075,ブレインズテクノロジー(株),7,1,値上がり率
495A,One ETF 日本国債 7-10年,7,1,出来高増加率
5401,日本製鉄(株),7,1,出来高
3907,シリコンスタジオ(株),8,1,値上がり率
493A,One ETF 日本国債 1-3年,8,1,出来高増加率
497A,インバウンド消費関連 日本株(ネットリターン)ETN,9,1,出来高増加率
9434,ソフトバンク(株),9,1,出来高
2241,MAXIS NYダウ上場投信,10,1,出来高増加率
8306,(株)三菱ＵＦＪフィナンシャル・グループ,10,1,出来高
2838,MAXIS 米国国債7-10年上場投信(H無),11,1,出来高増加率
4667,アイサンテクノロジー(株),11,1,値上がり率
9501,東京電力ホールディングス(株),11,1,出来高
1483,iシェアーズ JPX/S&P 設備･人材投資ETF,12,1,出来高増加率
3664,(株)ＷＩＺＥ,12,1,出来高
603A,(株)アイ・グリッド・ソリューションズ,12,1,値上がり率
2630,MAXIS 米国株式(S&P500)上場投信(H有),13,1,出来高増加率
7201,日産自動車(株),13,1,出来高
2242,MAXIS NYダウ上場投信(H有),14,1,出来高増加率
5803,(株)フジクラ,14,1,出来高
382A,iFreeETF 米国国債3-5年(H有),15,1,出来高増加率
5033,(株)ヌーラボ,15,1,値上がり率
9984,ソフトバンクグループ(株),15,1,出来高
2557,SMDAM トピックス上場投信,16,1,出来高増加率
3350,(株)メタプラネット,16,1,出来高
604A,(株)ビーエイブル,16,1,値上がり率
1484,One ETF JPX/S&P 設備･人材投資指数,17,1,出来高増加率
6976,太陽誘電(株),17,1,出来高
285A,キオクシアホールディングス(株),18,1,出来高
1306,(NEXT FUNDS)TOPIX連動型上場投信,19,1,出来高
2259,iシェアーズ フランス国債7-10年(H有),19,1,出来高増加率
613A,iFreeETF ドイツ0-3カ月短期国債,20,1,出来高増加率
7203,トヨタ自動車(株),20,1,出来高
1495,上場インデックスファンドアジアリート,21,1,出来高増加率
4960,ケミプロ化成(株),21,1,値上がり率
8136,(株)サンリオ,21,1,出来高
3856,Ａｂａｌａｎｃｅ(株),22,1,値上がり率
4689,ＬＩＮＥヤフー(株),22,1,出来高
2016,iFreeETF 米国国債7-10年(H有),23,1,出来高増加率
543A,ＡＲＣＨＩＯＮ(株),23,1,出来高
1909,日本ドライケミカル(株),24,1,出来高増加率
4005,住友化学(株),24,1,出来高
449A,ステート・ストリート・スパイダー S&P500 ETF(H無),25,1,出来高増加率
8001,伊藤忠商事(株),25,1,出来高
3083,スターシーズ(株),26,1,値上がり率
7532,(株)パン・パシフィック・インターナショナルホールディングス,26,1,出来高
2524,NZAM 上場投信 TOPIX,27,1,出来高増加率
5724,(株)アサカ理研,27,1,値上がり率
6981,(株)村田製作所,27,1,出来高
2156,セーラー広告(株),28,1,出来高増加率
5016,ＪＸ金属(株),28,1,出来高
6862,ミナトホールディングス(株),28,1,値上がり率
2247,iFreeETF S&P500(H無),29,1,出来高増加率
338A,(株)ＺｅｎｍｕＴｅｃｈ,29,1,値上がり率
4755,楽天グループ(株),29,1,出来高
4800,オリコン(株),30,1,出来高増加率
5801,古河電気工業(株),30,1,出来高
2258,iシェアーズ 米ドル建てハイイールド社債,31,1,出来高増加率
477A,(株)スタートライン,31,1,値上がり率
8316,(株)三井住友フィナンシャルグループ,31,1,出来高
381A,iFreeETF 米国国債3-5年(H無),32,1,出来高増加率
5802,住友電気工業(株),32,1,出来高
7826,(株)フルヤ金属,32,1,値上がり率
182A,MAXIS 米国国債20年超上場投信(H無),34,1,出来高増加率
4664,ＲＳＣ,34,1,値上がり率
7267,ホンダ,34,1,出来高
3103,ユニチカ(株),35,1,出来高
5962,浅香工業(株),35,1,値上がり率
2097,GX レジデンシャル・J-REIT,36,1,出来高増加率
429A,テクセンドフォトマスク(株),36,1,値上がり率
1579,日経平均ブル2倍上場投信,37,1,出来高
2045,NEXT NOTES S&P シンガポール リート(NR)ETN,37,1,出来高増加率
4180,Ａｐｐｉｅｒ　Ｇｒｏｕｐ(株),37,1,値上がり率
183A,MAXIS 米国国債20年超上場投信(H有),38,1,出来高増加率
319A,(株)技術承継機構,38,1,値上がり率
6758,ソニーグループ(株),38,1,出来高
2095,GX S&P500配当貴族 (H有),39,1,出来高増加率
6228,(株)ジェイ・イー・ティ,39,1,値上がり率
576A,GX チャイナテック・カバード・コール,40,1,出来高増加率
7211,三菱自動車(株),40,1,出来高
8995,(株)誠建設工業,40,1,値上がり率
2853,iシェアーズ 気候リスク調整世界国債(除く日本・H有),41,1,出来高増加率
8308,(株)りそなホールディングス,41,1,出来高
6662,(株)ユビテック,42,1,出来高増加率
7011,三菱重工業(株),42,1,出来高
3624,アクセルマーク(株),43,1,値上がり率
612A,One ETF 日本国債先物逆連動指数,43,1,出来高増加率
8411,(株)みずほフィナンシャルグループ,43,1,出来高
4479,(株)マクアケ,44,1,値上がり率
461A,MAXIS 日本株高配当SMART50,44,1,出来高増加率
6723,ルネサスエレクトロニクス(株),44,1,出来高
3436,(株)ＳＵＭＣＯ,45,1,出来高
4088,エア・ウォーター(株),45,1,値上がり率
4082,第一稀元素化学工業(株),46,1,値上がり率
5380,新東(株),46,1,出来高増加率
8604,野村ホールディングス(株),46,1,出来高
1768,(株)ソネック,47,1,出来高増加率
6159,ミクロン精密(株),47,1,値上がり率
3766,システムズ・デザイン(株),48,1,出来高増加率
8309,三井住友トラストグループ(株),48,1,出来高
4492,(株)ゼネテック,49,1,値上がり率
5020,ＥＮＥＯＳホールディングス(株),49,1,出来高
1515,日鉄鉱業(株),50,1,値上がり率
7046,ＴＤＳＥ(株),51,1,値上がり率
236A,iシェアーズ 日本国債7-10年,52,1,出来高増加率
579A,GX 銀ビジネス,52,1,値上がり率
8801,三井不動産(株),52,1,出来高
223A,GX AI&ビッグデータ,53,1,出来高増加率
6302,住友重機械工業(株),53,1,値上がり率
8267,イオン(株),53,1,出来高
2235,上場インデックスファンド米国株式(ダウ平均)H無,54,1,出来高増加率
330A,(株)ＴａｌｅｎｔＸ,54,1,値上がり率
153A,(株)カウリス,55,1,値上がり率
5900,(株)ダイケン,55,1,出来高増加率
6762,ＴＤＫ(株),55,1,出来高
2134,北浜キャピタルパートナーズ(株),56,1,値上がり率
7013,(株)ＩＨＩ,56,1,出来高
2093,上場Tracers 米国債0-2年ラダー(H無),57,1,出来高増加率
8031,三井物産(株),57,1,出来高
8894,(株)ＲＥＶＯＬＵＴＩＯＮ,57,1,値上がり率
1686,WisdomTree 産業用金属上場投信,58,1,出来高増加率
6570,(株)共和コーポレーション,58,1,値上がり率
7012,川崎重工業(株),58,1,出来高
3988,(株)ＳＹＳホールディングス,59,1,出来高増加率
4062,イビデン(株),59,1,出来高
8237,(株)松屋,59,1,値上がり率
1615,(NEXT FUNDS)東証銀行業株価指数連動型上場投信,60,1,出来高
7624,(株)ＮａＩＴＯ,60,1,出来高増加率
2876,(株)デルソーレ,61,1,出来高増加率
3796,(株)いい生活,61,1,値上がり率
6857,(株)アドバンテスト,61,1,出来高
2252,GX Morningstar 米国中小型 Moat,62,1,出来高増加率
7384,(株)プロクレアホールディングス,62,1,値上がり率
2645,GX レジャー&エンターテインメント-日本株式,63,1,出来高増加率
2531,宝ホールディングス(株),64,1,値上がり率
6393,油研工業(株),64,1,出来高増加率
5707,東邦亜鉛(株),65,1,値上がり率
7079,ＷＤＢココ(株),65,1,出来高増加率
6395,(株)タダノ,66,1,値上がり率
6501,(株)日立製作所,66,1,出来高
7042,(株)アクセスグループ・ホールディングス,67,1,出来高増加率
7261,マツダ(株),67,1,出来高
414A,(株)オーバーラップホールディングス,68,1,値上がり率
7269,スズキ(株),68,1,出来高
177A,コージンバイオ(株),69,1,出来高増加率
3382,(株)セブン＆アイ・ホールディングス,69,1,出来高
4875,メディシノバ,69,1,値上がり率
4438,(株)Ｗｅｌｂｙ,70,1,出来高増加率
6351,(株)鶴見製作所,71,1,値上がり率
8045,横浜丸魚(株),71,1,出来高増加率
9433,ＫＤＤＩ(株),71,1,出来高
8750,(株)第一ライフグループ,72,1,出来高
9507,四国電力(株),72,1,値上がり率
5446,北越メタル(株),73,1,出来高増加率
6276,シリウスビジョン(株),73,1,値上がり率
6752,パナソニック　ホールディングス(株),73,1,出来高
2903,シノブフーズ(株),74,1,出来高増加率
5582,(株)グリッド,74,1,値上がり率
1605,(株)ＩＮＰＥＸ,75,1,出来高
387A,フラー(株),75,1,出来高増加率
7018,内海造船(株),75,1,値上がり率
6326,(株)クボタ,76,1,出来高
4506,住友ファーマ(株),77,1,出来高
7850,総合商研(株),77,1,出来高増加率
9166,(株)ＧＥＮＤＡ,77,1,値上がり率
2851,iシェアーズ MSCI ジャパンSRI,78,1,値上がり率
5411,ＪＦＥホールディングス(株),78,1,出来高
5983,イワブチ(株),78,1,出来高増加率
162A,AIセレクトメガトレンド日本株(ネットリターン)ETN,79,1,出来高増加率
8766,東京海上ホールディングス(株),79,1,出来高
2181,パーソルホールディングス(株),80,1,出来高
7878,(株)光・彩,80,1,値上がり率
6525,(株)ＫＯＫＵＳＡＩ　ＥＬＥＣＴＲＩＣ,81,1,出来高
7456,松田産業(株),81,1,値上がり率
9973,ＫＯＺＯホールディングス(株),81,1,出来高増加率
2961,日本調理機(株),82,1,出来高増加率
4188,三菱ケミカルグループ(株),82,1,出来高
9508,九州電力(株),82,1,値上がり率
7974,任天堂(株),83,1,出来高
8138,三京化成(株),83,1,出来高増加率
554A,(株)バトンズ,84,1,値上がり率
6902,(株)デンソー,84,1,出来高
9365,トレーディア(株),84,1,出来高増加率
6654,不二電機工業(株),85,1,出来高増加率
9343,(株)アイビス,85,1,値上がり率
1357,(NEXT FUNDS) 日経ダブルインバース上場投信,86,1,出来高
2186,ソーバル(株),86,1,出来高増加率
3349,(株)コスモス薬品,86,1,値上がり率
6769,ザインエレクトロニクス(株),87,1,出来高増加率
7182,(株)ゆうちょ銀行,87,1,出来高
1560,(NEXT FUNDS)マレーシアKLCI連動型上場投信,88,1,出来高増加率
7246,プレス工業(株),88,1,値上がり率
7272,ヤマハ発動機(株),88,1,出来高
8591,オリックス(株),89,1,出来高
9504,中国電力(株),89,1,値上がり率
273A,SBI サウジアラビア株式上場投信,90,1,出来高増加率
6335,(株)東京機械製作所,90,1,値上がり率
6701,ＮＥＣ,90,1,出来高
141A,(株)トライアルホールディングス,91,1,値上がり率
6085,アーキテクツ・スタジオ・ジャパン(株),91,1,出来高
8123,川辺(株),91,1,出来高増加率
2868,GX S&P500・カバード・コール,92,1,出来高増加率
6503,三菱電機(株),92,1,出来高
7048,ベルトラ(株),92,1,値上がり率
2502,アサヒグループホールディングス(株),93,1,出来高
3628,(株)データホライゾン,93,1,値上がり率
468A,GX 米ドル建て投資適格社債,93,1,出来高増加率
4840,(株)トライアイズ,94,1,値上がり率
6573,ＣＲＡＶＩＡ(株),94,1,出来高増加率
7936,(株)アシックス,94,1,出来高
4568,第一三共(株),95,1,出来高
6392,(株)ヤマダコーポレーション,95,1,出来高増加率
6454,マックス(株),95,1,値上がり率
379A,GX S&P500 (ダイナミック・プロテクション),96,1,出来高増加率
6954,ファナック(株),96,1,出来高
1436,(株)グリーンエナジー＆カンパニー,97,1,値上がり率
2839,MAXIS 米国国債7-10年上場投信(H有),97,1,出来高増加率
6178,日本郵政(株),97,1,出来高
1459,楽天 ETF-日経ダブルインバース指数連動型,98,1,出来高
363A,iFreeETF 英国FTSE100,98,1,出来高増加率
6305,日立建機(株),98,1,値上がり率
2321,(株)ソフトフロントホールディングス,99,1,値上がり率
3315,日本コークス工業(株),99,1,出来高
5019,出光興産(株),100,1,出来高
6995,(株)東海理化,100,1,値上がり率
150A,(株)ＪＳＨ,101,1,値上がり率
1551,東証スタンダードTOP20,101,1,出来高増加率
6740,(株)ジャパンディスプレイ,101,1,出来高
4427,(株)ＥｄｕＬａｂ,102,1,値上がり率
6526,(株)ソシオネクスト,102,1,出来高
9539,京葉瓦斯(株),102,1,出来高増加率
1905,(株)テノックス,103,1,出来高増加率
441A,ＮＥ(株),103,1,値上がり率
2437,Ｓｈｉｎｗａ　Ｗｉｓｅ　Ｈｏｌｄｉｎｇｓ(株),104,1,値上がり率
3477,フォーライフ(株),104,1,出来高増加率
4503,アステラス製薬(株),104,1,出来高
4063,信越化学工業(株),105,1,出来高
589A,ネイス(株),105,1,値上がり率
7939,(株)研創,105,1,出来高増加率
146A,コロンビア・ワークス(株),106,1,値上がり率
1629,(NEXT FUNDS)商社･卸売上場投信,106,1,出来高増加率
8601,(株)大和証券グループ本社,106,1,出来高
1939,(株)四電工,107,1,値上がり率
2626,GX デジタル・イノベーション-日本株式,107,1,出来高増加率
7238,曙ブレーキ工業(株),107,1,出来高
2480,システム・ロケーション(株),108,1,出来高増加率
7745,(株)Ａ＆Ｄホロンホールディングス,108,1,値上がり率
8410,(株)セブン銀行,108,1,出来高
186A,(株)アストロスケールホールディングス,109,1,出来高
5021,コスモエネルギーホールディングス(株),109,1,値上がり率
7486,サンリン(株),109,1,出来高増加率
5287,(株)イトーヨーギョー,110,1,値上がり率
9339,(株)コーチ・エィ,110,1,出来高増加率
1674,WisdomTree 白金上場投信,111,1,出来高増加率
3391,(株)ツルハホールディングス,111,1,値上がり率
