code,yahoo_name,best_yahoo_rank,ranking_hits,ranking_sources
5103,昭和ホールディングス(株),1,3,値上がり率・出来高・出来高増加率
2459,アウンコンサルティング(株),2,2,値上がり率・出来高増加率
443A,iFreeETF 東証REIT指数(2・5・8・11月決算型),4,2,値上がり率・出来高増加率
593A,(株)ティアフォー,5,2,値上がり率・出来高
323A,(株)フライヤー,7,2,値上がり率・出来高増加率
584A,ＬｉＮＫＸ(株),7,2,値上がり率・出来高増加率
2354,(株)ＹＥ　ＤＩＧＩＴＡＬ,9,2,値上がり率・出来高
4890,(株)坪田ラボ,10,2,値上がり率・出来高増加率
3907,シリコンスタジオ(株),12,2,値上がり率・出来高増加率
9984,ソフトバンクグループ(株),12,2,値上がり率・出来高
3878,(株)巴川コーポレーション,13,2,値上がり率・出来高増加率
543A,ＡＲＣＨＩＯＮ(株),15,2,出来高・出来高増加率
2345,(株)ＨＯＤＬ１,19,2,値上がり率・出来高
5016,ＪＸ金属(株),19,2,値上がり率・出来高
9478,ＳＥホールディングス・アンド・インキュベーションズ(株),23,2,値上がり率・出来高増加率
7931,未来工業(株),24,2,値上がり率・出来高増加率
4586,(株)メドレックス,31,2,値上がり率・出来高
4883,(株)モダリス,31,2,出来高・出来高増加率
7013,(株)ＩＨＩ,34,2,値上がり率・出来高
6613,(株)ＱＤレーザ,35,2,値上がり率・出来高
1684,WisdomTree ブロード上場投信,36,2,値上がり率・出来高増加率
3944,古林紙工(株),37,2,値上がり率・出来高増加率
485A,(株)パワーエックス,37,2,値上がり率・出来高
5074,テスホールディングス(株),41,2,値上がり率・出来高
9090,ＡＺ－ＣＯＭ丸和ホールディングス(株),42,2,値上がり率・出来高増加率
9441,(株)ベルパーク,44,2,値上がり率・出来高増加率
5713,住友金属鉱山(株),45,2,値上がり率・出来高
6315,ＴＯＷＡ(株),46,2,値上がり率・出来高
6920,レーザーテック(株),49,2,値上がり率・出来高
6857,(株)アドバンテスト,57,2,値上がり率・出来高
6525,(株)ＫＯＫＵＳＡＩ　ＥＬＥＣＴＲＩＣ,58,2,値上がり率・出来高
7681,(株)レオクラン,61,2,値上がり率・出来高増加率
1691,WisdomTree ガソリン上場投信,72,2,値上がり率・出来高増加率
4612,日本ペイントホールディングス(株),85,2,値上がり率・出来高
7986,日本アイ・エス・ケイ(株),87,2,値上がり率・出来高増加率
581A,ＧＯ(株),94,2,値上がり率・出来高
2031,NEXT NOTES 香港ハンセン･ダブル･ブルETN,97,2,値上がり率・出来高増加率
2259,iシェアーズ フランス国債7-10年(H有),1,1,出来高増加率
8918,(株)ランド,1,1,出来高
4564,オンコセラピー・サイエンス(株),2,1,出来高
539A,NZAM 上場投信 海外債券(FTSE WGBI除く日本)(H無),2,1,出来高増加率
140A,iFreeETF 米国10年国債先物インバース,3,1,出来高増加率
1518,三井松島ホールディングス(株),3,1,値上がり率
