code,yahoo_name,best_yahoo_rank,ranking_hits,ranking_sources
3133,(株)海帆,16,3,値上がり率・出来高・出来高増加率
4978,(株)リプロセル,32,3,値上がり率・出来高・出来高増加率
5721,エスクリプトエナジー(株),1,2,値上がり率・出来高
9417,(株)スマートバリュー,2,2,値上がり率・出来高増加率
584A,ＬｉＮＫＸ(株),3,2,値上がり率・出来高増加率
550A,(株)ソフトテックス,5,2,値上がり率・出来高増加率
6659,(株)メディアリンクス,6,2,値上がり率・出来高
6335,(株)東京機械製作所,7,2,値上がり率・出来高増加率
8136,(株)サンリオ,7,2,値上がり率・出来高
7352,(株)ＴＷＯＳＴＯＮＥ＆Ｓｏｎｓ,8,2,値上がり率・出来高増加率
9984,ソフトバンクグループ(株),8,2,値上がり率・出来高
6613,(株)ＱＤレーザ,9,2,値上がり率・出来高
3907,シリコンスタジオ(株),11,2,値上がり率・出来高増加率
4664,ＲＳＣ,12,2,値上がり率・出来高増加率
3192,(株)白鳩,13,2,値上がり率・出来高増加率
5016,ＪＸ金属(株),13,2,値上がり率・出来高
6857,(株)アドバンテスト,15,2,値上がり率・出来高
285A,キオクシアホールディングス(株),16,2,値上がり率・出来高
3010,ポラリス・ホールディングス(株),18,2,値上がり率・出来高増加率
1579,日経平均ブル2倍上場投信,23,2,値上がり率・出来高
6981,(株)村田製作所,24,2,値上がり率・出来高
6525,(株)ＫＯＫＵＳＡＩ　ＥＬＥＣＴＲＩＣ,27,2,値上がり率・出来高
6976,太陽誘電(株),28,2,値上がり率・出来高
7735,(株)ＳＣＲＥＥＮホールディングス,40,2,値上がり率・出来高
1570,(NEXT FUNDS)日経平均レバレッジ上場投信,42,2,値上がり率・出来高
200A,(NEXT FUNDS) 日経半導体株指数連動型上場投信,51,2,値上がり率・出来高
213A,上場インデックスファンド日経半導体株,54,2,値上がり率・出来高
4680,(株)ラウンドワン,55,2,値上がり率・出来高
4882,(株)ペルセウスプロテオミクス,58,2,値上がり率・出来高
4062,イビデン(株),61,2,値上がり率・出来高
8035,東京エレクトロン(株),62,2,値上がり率・出来高
8233,(株)高島屋,63,2,値上がり率・出来高
6963,ローム(株),72,2,値上がり率・出来高
6315,ＴＯＷＡ(株),88,2,値上がり率・出来高
2644,GX 半導体関連-日本株式,90,2,値上がり率・出来高
7936,(株)アシックス,90,2,値上がり率・出来高
143A,イシン(株),92,2,値上がり率・出来高増加率
